Time(ms),Raw_R,Raw_G,Raw_B,StdDev,V1_Norm,Peak_Diff,Calculated_BPM
1779203342329,125.51,30.06,135.02,0.00,0.000,0,0.0
1779203342366,125.54,30.16,134.98,0.00,0.000,0,0.0
1779203342397,125.34,30.16,134.89,0.00,0.000,0,0.0
1779203342445,125.01,29.91,135.16,0.00,0.000,0,0.0
1779203342467,124.77,29.87,135.21,0.00,0.000,0,0.0
1779203342541,124.73,29.85,135.21,0.00,0.000,0,0.0
1779203342571,124.70,29.85,135.17,0.00,0.000,0,0.0
1779203342641,124.71,29.84,135.19,0.00,0.000,0,0.0
1779203342671,125.97,29.95,135.64,0.00,0.000,0,0.0
1779203342707,126.15,30.02,135.79,0.00,0.000,0,0.0
1779203342733,126.23,30.01,135.87,0.00,0.000,0,0.0
1779203342767,126.21,30.02,135.85,0.00,0.000,0,0.0
1779203342795,126.17,30.04,135.76,0.00,0.000,0,0.0
1779203342836,126.26,30.07,135.78,0.00,0.000,0,0.0
1779203342875,126.30,30.10,135.72,0.00,0.000,0,0.0
1779203342916,126.35,30.14,135.68,0.00,0.000,0,0.0
1779203342938,126.36,30.17,135.66,0.00,0.000,0,0.0
1779203342973,126.44,30.19,135.65,0.00,0.000,0,0.0
1779203343005,126.49,30.20,135.62,0.00,0.000,0,0.0
1779203343031,126.48,30.20,135.61,0.00,0.000,0,0.0
1779203343058,125.61,30.03,135.27,0.00,0.000,0,0.0
1779203343108,125.61,30.12,135.18,0.00,0.000,0,0.0
1779203343134,125.59,30.18,135.06,0.00,0.000,0,0.0
1779203343167,125.76,30.17,135.16,0.00,0.000,0,0.0
1779203343196,125.75,30.22,135.07,0.00,0.000,0,0.0
1779203343228,125.88,30.20,135.15,0.00,0.000,0,0.0
1779203343262,125.11,30.03,134.83,0.00,0.000,0,0.0
1779203343299,125.13,30.13,134.78,0.00,0.000,0,0.0
1779203343331,125.10,30.16,134.71,0.00,0.000,0,0.0
1779203343363,124.86,30.06,134.84,0.00,0.000,0,0.0
1779203343404,124.44,29.84,134.91,0.00,0.000,0,0.0
1779203343434,124.38,29.81,135.02,0.00,0.000,0,0.0
1779203343465,124.32,29.83,134.96,0.00,0.000,0,0.0
1779203343493,125.78,29.92,135.58,0.00,0.000,0,0.0
1779203343530,125.86,29.99,135.66,0.00,0.000,0,0.0
1779203343568,125.77,29.99,135.63,0.00,0.000,0,0.0
1779203343598,125.68,30.01,135.54,0.00,0.000,0,0.0
1779203343638,125.70,30.02,135.56,0.00,0.000,0,0.0
1779203343667,125.79,29.98,135.68,0.00,0.000,0,0.0
1779203343700,125.78,30.00,135.63,0.00,0.000,0,0.0
1779203343729,125.76,30.03,135.58,0.00,0.000,0,0.0
1779203343762,125.80,30.04,135.57,0.00,0.000,0,0.0
1779203343794,125.81,30.07,135.50,0.00,0.000,0,0.0
1779203343832,125.84,30.09,135.47,0.00,0.000,0,0.0
1779203343862,125.88,30.13,135.44,0.00,0.000,0,0.0
1779203343903,125.97,30.13,135.44,0.00,0.000,0,0.0
1779203343936,125.95,30.16,135.37,0.00,0.000,0,0.0
1779203343968,125.95,30.16,135.36,0.00,0.000,0,0.0
1779203343997,125.97,30.19,135.32,0.00,0.000,0,0.0
1779203344032,125.99,30.20,135.31,0.00,0.000,0,0.0
1779203344065,126.03,30.21,135.29,0.00,0.000,0,0.0
1779203344108,126.13,30.23,135.29,0.00,0.000,0,0.0
1779203344141,126.18,30.26,135.26,0.00,0.000,0,0.0
1779203344172,125.28,30.08,134.87,0.00,0.000,0,0.0
1779203344196,125.29,30.19,134.81,0.00,0.000,0,0.0
1779203344238,125.41,30.19,134.87,0.00,0.000,0,0.0
1779203344259,125.35,30.16,134.91,0.00,0.000,0,0.0
1779203344294,125.02,29.95,135.11,0.00,0.000,0,0.0
1779203344333,123.64,29.68,134.53,0.00,0.000,0,0.0
1779203344371,123.77,29.72,134.70,0.00,0.000,0,0.0
1779203344400,124.49,29.90,134.90,0.00,0.000,0,0.0
1779203344436,125.59,30.00,135.46,0.00,0.000,0,0.0
1779203344467,126.04,30.05,135.67,0.00,0.000,0,0.0
1779203344494,126.15,30.07,135.72,0.00,0.000,0,0.0
1779203344525,126.17,30.09,135.68,0.00,0.000,0,0.0
1779203344568,126.41,30.13,135.76,0.00,0.000,0,0.0
1779203344599,126.55,30.13,135.86,0.00,0.000,0,0.0
1779203344633,126.61,30.11,135.90,0.00,0.000,0,0.0
1779203344665,126.55,30.14,135.85,0.00,0.000,0,0.0
1779203344695,126.56,30.16,135.82,0.00,0.000,0,0.0
1779203344727,126.58,30.20,135.75,0.00,0.000,0,0.0
1779203344763,126.65,30.23,135.72,0.00,0.000,0,0.0
1779203344795,126.70,30.26,135.68,0.00,0.000,0,0.0
1779203344833,125.99,30.12,135.37,0.00,0.000,0,0.0
1779203344864,126.00,30.15,135.38,0.00,0.000,0,0.0
1779203344915,126.02,30.18,135.34,0.00,0.000,0,0.0
1779203344931,126.08,30.19,135.35,0.00,0.000,0,0.0
1779203344966,126.09,30.21,135.31,0.00,0.000,0,0.0
1779203344997,126.11,30.22,135.29,0.00,0.000,0,0.0
1779203345030,125.33,30.09,134.94,0.00,0.000,0,0.0
1779203345058,125.41,30.11,135.00,0.00,0.000,0,0.0
1779203345107,125.32,30.21,134.80,0.00,0.000,0,0.0
1779203345140,125.40,30.22,134.82,0.00,0.000,0,0.0
1779203345161,125.47,30.20,134.88,0.00,0.000,0,0.0
1779203345192,124.79,29.92,134.89,0.00,0.000,0,0.0
1779203345264,123.99,29.76,134.68,0.00,0.000,0,0.0
1779203345299,124.21,29.82,134.87,0.00,0.000,0,0.0
1779203345334,124.25,29.84,134.85,0.00,0.000,0,0.0
1779203345364,124.67,29.86,135.05,0.00,0.000,0,0.0
1779203345406,125.68,29.95,135.59,0.00,0.000,0,0.0
1779203345425,125.76,30.00,135.56,0.00,0.000,0,0.0
1779203345462,125.81,30.01,135.55,0.00,0.000,0,0.0
1779203345502,126.18,30.06,135.72,0.00,0.000,0,0.0
1779203345536,126.31,30.06,135.81,0.00,0.000,0,0.0
1779203345565,125.93,30.07,135.54,0.00,0.000,0,0.0
1779203345610,125.88,30.04,135.55,0.00,0.000,0,0.0
1779203345628,125.89,30.08,135.50,0.00,0.000,0,0.0
1779203345697,125.96,30.12,135.46,0.00,0.000,0,0.0
1779203345729,126.06,30.13,135.46,0.00,0.000,0,0.0
1779203345769,126.09,30.14,135.43,0.00,0.000,0,0.0
1779203345799,126.05,30.17,135.37,0.00,0.000,0,0.0
1779203345836,126.02,30.19,135.33,0.00,0.000,0,0.0
1779203345869,126.02,30.21,135.27,0.00,0.000,0,0.0
1779203345901,126.05,30.22,135.24,0.00,0.000,0,0.0
1779203345931,126.09,30.24,135.24,0.00,0.000,0,0.0
1779203345964,125.36,30.08,134.96,0.00,0.000,0,0.0
1779203345993,125.34,30.15,134.90,0.00,0.000,0,0.0
1779203346030,125.41,30.17,134.89,0.00,0.000,0,0.0
1779203346064,125.36,30.21,134.77,0.00,0.000,0,0.0
1779203346117,125.43,30.24,134.77,0.00,0.000,0,0.0
1779203346145,125.17,30.15,134.76,0.00,0.000,0,0.0
1779203346173,124.77,30.01,134.81,0.00,0.000,0,0.0
1779203346201,124.44,29.85,134.93,0.00,0.000,0,0.0
1779203346281,124.32,29.82,134.95,0.00,0.000,0,0.0
1779203346304,124.32,29.82,134.94,0.00,0.000,0,0.0
1779203346382,124.57,29.84,135.12,0.00,0.000,0,0.0
1779203346405,125.03,29.90,135.31,0.00,0.000,0,0.0
1779203346477,125.15,29.94,135.33,0.00,0.000,0,0.0
1779203346496,126.12,30.00,135.68,0.00,0.000,0,0.0
1779203346526,126.20,30.04,135.75,0.00,0.000,0,0.0
1779203346610,126.19,30.13,135.62,0.00,0.000,0,0.0
1779203346635,126.29,30.12,135.67,0.00,0.000,0,0.0
1779203346661,126.29,30.15,135.59,0.00,0.000,0,0.0
1779203346704,126.39,30.18,135.58,0.00,0.000,0,0.0
1779203346730,126.38,30.20,135.55,0.00,0.000,0,0.0
1779203346772,126.40,30.21,135.53,0.00,0.000,0,0.0
1779203346799,126.41,30.22,135.52,0.00,0.000,0,0.0
1779203346827,126.43,30.21,135.52,0.00,0.000,0,0.0
1779203346861,126.42,30.24,135.48,0.00,0.000,0,0.0
1779203346891,125.53,30.08,135.12,0.00,0.000,0,0.0
1779203346931,125.58,30.13,135.14,0.00,0.000,0,0.0
1779203346970,125.56,30.18,135.06,0.00,0.000,0,0.0
1779203346996,125.49,30.22,134.93,0.00,0.000,0,0.0
1779203347025,125.55,30.24,134.92,0.00,0.000,0,0.0
1779203347057,125.62,30.25,134.94,0.00,0.000,0,0.0
1779203347110,125.46,30.16,135.05,0.00,0.000,0,0.0
1779203347132,124.36,29.82,134.83,0.00,0.000,0,0.0
1779203347171,124.44,29.83,135.06,0.00,0.000,0,0.0
1779203347204,124.49,29.82,135.13,0.00,0.000,0,0.0
1779203347227,124.96,29.87,135.32,0.00,0.000,0,0.0
1779203347268,125.25,29.96,135.39,0.00,0.000,0,0.0
1779203347303,126.27,30.00,135.84,0.00,0.000,0,0.0
1779203347332,126.33,30.04,135.89,0.00,0.000,0,0.0
1779203347359,126.74,30.13,136.04,0.00,0.000,0,0.0
1779203347393,126.80,30.16,136.02,0.00,0.000,0,0.0
1779203347438,126.88,30.14,136.11,0.00,0.000,0,0.0
1779203347473,126.86,30.14,136.08,0.00,0.000,0,0.0
1779203347504,126.87,30.16,136.04,0.00,0.000,0,0.0
1779203347527,126.93,30.20,136.02,0.00,0.000,0,0.0
1779203347623,126.97,30.25,135.92,0.00,0.000,0,0.0
1779203347637,127.09,30.27,135.93,0.00,0.000,0,0.0
1779203347704,127.18,30.31,135.89,0.00,0.000,0,0.0
1779203347731,126.38,30.12,135.63,0.00,0.000,0,0.0
1779203347766,126.43,30.18,135.63,0.00,0.000,0,0.0
1779203347791,126.33,30.23,135.50,0.00,0.000,0,0.0
1779203347829,126.38,30.22,135.51,0.00,0.000,0,0.0
1779203347860,126.47,30.28,135.44,0.00,0.000,0,0.0
1779203347904,126.48,30.30,135.37,0.00,0.000,0,0.0
1779203347931,126.26,30.26,135.32,0.00,0.000,0,0.0
1779203347972,125.36,30.09,134.92,0.00,0.000,0,0.0
1779203347993,125.19,30.08,135.02,0.00,0.000,0,0.0
1779203348024,124.97,29.87,135.28,0.00,0.000,0,0.0
1779203348067,124.46,29.85,135.07,0.00,0.000,0,0.0
1779203348094,124.45,29.80,135.14,0.00,0.000,0,0.0
1779203348128,125.88,29.89,135.75,0.00,0.000,0,0.0
1779203348170,126.36,30.03,135.95,0.00,0.000,0,0.0
1779203348223,126.39,30.03,135.97,0.00,0.000,0,0.0
1779203348235,126.43,30.00,136.04,0.00,0.000,0,0.0
1779203348257,126.42,30.04,136.00,0.00,0.000,0,0.0
1779203348295,126.47,30.04,136.02,0.00,0.000,0,0.0
1779203348330,126.44,30.05,135.99,0.00,0.000,0,0.0
1779203348367,126.49,30.08,135.98,0.00,0.000,0,0.0
1779203348398,126.49,30.07,135.96,0.00,0.000,0,0.0
1779203348429,126.53,30.10,135.93,0.00,0.000,0,0.0
1779203348455,126.55,30.13,135.89,0.00,0.000,0,0.0
1779203348490,126.62,30.14,135.88,0.00,0.000,0,0.0
1779203348533,126.68,30.16,135.86,0.00,0.000,0,0.0
1779203348564,126.71,30.19,135.83,0.00,0.000,0,0.0
1779203348594,126.72,30.20,135.79,0.00,0.000,0,0.0
1779203348634,126.71,30.21,135.77,0.00,0.000,0,0.0
1779203348662,126.73,30.23,135.76,0.00,0.000,0,0.0
1779203348698,125.86,30.04,135.42,0.00,0.000,0,0.0
1779203348731,125.91,30.12,135.40,0.00,0.000,0,0.0
1779203348765,125.93,30.15,135.38,0.00,0.000,0,0.0
1779203348796,126.02,30.15,135.40,0.00,0.000,0,0.0
1779203348827,126.05,30.18,135.35,0.00,0.000,0,0.0
1779203348865,126.06,30.21,135.28,0.00,0.000,0,0.0
1779203348897,126.08,30.23,135.25,0.00,0.000,0,0.0
1779203348931,125.75,30.20,135.11,0.00,0.000,0,0.0
1779203348964,125.41,30.08,135.18,0.00,0.000,0,0.0
1779203348999,125.01,29.87,135.31,0.00,0.000,0,0.0
1779203349042,124.85,29.88,135.30,0.00,0.000,0,0.0
1779203349062,124.86,29.87,135.32,0.00,0.000,0,0.0
1779203349144,125.21,29.87,135.54,0.00,0.000,0,0.0
1779203349172,125.92,29.94,135.85,0.00,0.000,0,0.0
1779203349246,126.09,30.01,135.89,0.00,0.000,0,0.0
1779203349265,126.18,30.01,135.92,0.00,0.000,0,0.0
1779203349300,126.52,30.05,136.02,0.00,0.000,0,0.0
1779203349331,126.59,30.11,136.01,0.00,0.000,0,0.0
1779203349365,126.64,30.14,135.98,0.00,0.000,0,0.0
1779203349391,126.59,30.18,135.87,0.00,0.000,0,0.0
1779203349431,126.62,30.22,135.83,0.00,0.000,0,0.0
1779203349464,126.69,30.23,135.81,0.00,0.000,0,0.0
1779203349491,126.68,30.24,135.77,0.00,0.000,0,0.0
1779203349529,126.46,30.20,135.70,0.00,0.000,0,0.0
1779203349560,126.40,30.19,135.66,0.00,0.000,0,0.0
1779203349591,126.43,30.19,135.65,0.00,0.000,0,0.0
1779203349632,126.42,30.20,135.62,0.00,0.000,0,0.0
1779203349663,126.48,30.24,135.60,0.00,0.000,0,0.0
1779203349691,126.52,30.25,135.57,0.00,0.000,0,0.0
1779203349729,126.55,30.28,135.53,0.00,0.000,0,0.0
1779203349762,125.77,30.11,135.20,0.00,0.000,0,0.0
1779203349796,125.78,30.20,135.16,0.00,0.000,0,0.0
1779203349828,125.86,30.24,135.15,0.00,0.000,0,0.0
1779203349864,125.81,30.19,135.23,0.00,0.000,0,0.0
1779203349905,125.47,30.01,135.40,0.00,0.000,0,0.0
1779203349931,124.48,29.79,135.03,0.00,0.000,0,0.0
1779203349965,124.63,29.85,135.19,0.00,0.000,0,0.0
1779203350000,125.09,29.87,135.48,0.00,0.000,0,0.0
1779203350034,125.46,29.97,135.53,0.00,0.000,0,0.0
1779203350062,126.46,30.05,135.94,0.00,0.000,0,0.0
1779203350096,126.55,30.08,135.99,0.00,0.000,0,0.0
1779203350130,126.53,30.14,135.91,0.00,0.000,0,0.0
1779203350166,127.04,30.11,136.22,0.00,0.000,0,0.0
1779203350196,127.06,30.17,136.18,0.00,0.000,0,0.0
1779203350247,127.07,30.17,136.17,0.00,0.000,0,0.0
1779203350267,127.08,30.19,136.14,0.00,0.000,0,0.0
1779203350305,127.14,30.23,136.12,0.00,0.000,0,0.0
1779203350329,127.14,30.26,136.03,0.00,0.000,0,0.0
1779203350360,127.26,30.30,136.02,0.00,0.000,0,0.0
1779203350393,127.33,30.31,136.01,0.00,0.000,0,0.0
1779203350429,126.49,30.13,135.67,0.00,0.000,0,0.0
1779203350457,126.46,30.21,135.60,0.00,0.000,0,0.0
1779203350493,126.51,30.23,135.61,0.00,0.000,0,0.0
1779203350531,126.56,30.24,135.62,0.00,0.000,0,0.0
1779203350567,126.71,30.22,135.72,0.00,0.000,0,0.0
1779203350594,125.90,30.10,135.34,0.00,0.000,0,0.0
1779203350629,125.92,30.16,135.32,0.00,0.000,0,0.0
1779203350662,125.97,30.19,135.30,0.00,0.000,0,0.0
1779203350700,126.02,30.22,135.28,0.00,0.000,0,0.0
1779203350727,126.12,30.23,135.27,0.00,0.000,0,0.0
1779203350773,125.77,30.17,135.15,0.00,0.000,0,0.0
1779203350795,125.36,30.06,135.21,0.00,0.000,0,0.0
1779203350829,125.06,29.92,135.35,0.00,0.000,0,0.0
1779203350860,124.84,29.90,135.25,0.00,0.000,0,0.0
1779203350898,124.82,29.92,135.22,0.00,0.000,0,0.0
1779203350929,125.04,29.88,135.41,0.00,0.000,0,0.0
1779203350965,126.21,29.98,135.76,0.00,0.000,0,0.0
1779203350997,126.31,30.05,135.89,0.00,0.000,0,0.0
1779203351028,126.26,30.05,135.85,0.00,0.000,0,0.0
1779203351055,126.35,30.06,135.87,0.00,0.000,0,0.0
