Timestamp(ms),isGoodSignal,filteredIntensity,rrIntervals_count,medianRrMs,rawBpm,filteredBpm
23,false,0.0,0,0.0,0.0,0.0
52,false,0.0,0,0.0,0.0,0.0
85,false,0.0,0,0.0,0.0,0.0
120,false,0.0,0,0.0,0.0,0.0
153,false,0.0,0,0.0,0.0,0.0
185,false,0.0,0,0.0,0.0,0.0
219,false,0.0,0,0.0,0.0,0.0
254,false,0.0,0,0.0,0.0,0.0
287,false,0.0,0,0.0,0.0,0.0
318,false,0.0,0,0.0,0.0,0.0
352,false,0.0,0,0.0,0.0,0.0
386,false,0.0,0,0.0,0.0,0.0
419,false,0.0,0,0.0,0.0,0.0
455,false,0.0,0,0.0,0.0,0.0
485,false,0.0,0,0.0,0.0,0.0
521,false,0.0,0,0.0,0.0,0.0
552,false,0.0,0,0.0,0.0,0.0
591,true,-0.3927708419123803,0,0.0,0.0,0.0
624,true,-0.38788823793777283,0,0.0,0.0,0.0
660,true,-0.36676108496607185,0,0.0,0.0,0.0
687,true,-0.3402788344138514,0,0.0,0.0,0.0
727,true,-0.3085450147392237,0,0.0,0.0,0.0
764,true,-0.2758513938177316,0,0.0,0.0,0.0
791,true,-0.25448474438650237,0,0.0,0.0,0.0
825,true,-0.24528439746922004,0,0.0,0.0,0.0
861,true,-0.23819460020689576,0,0.0,0.0,0.0
891,true,-0.25977942828896516,0,0.0,0.0,0.0
926,true,-0.31731500735392615,0,0.0,0.0,0.0
957,true,-0.40249746558464494,0,0.0,0.0,0.0
987,true,-0.49976478616875397,0,0.0,0.0,0.0
1025,true,-0.603461718686134,0,0.0,0.0,0.0
1054,true,-0.6774604486122939,0,0.0,0.0,0.0
1087,true,-0.7152870063935666,0,0.0,0.0,0.0
1122,true,-0.7128477003831222,0,0.0,0.0,0.0
1162,true,-0.7006018991636722,0,0.0,0.0,0.0
1189,true,-0.6937683581816998,0,0.0,0.0,0.0
1226,true,-0.6872916637474304,0,0.0,0.0,0.0
1259,true,-0.6753179873132922,0,0.0,0.0,0.0
1293,true,-0.663847054750704,0,0.0,0.0,0.0
1326,true,-0.647442108032493,0,0.0,0.0,0.0
1357,true,-0.6150467548016536,0,0.0,0.0,0.0
1389,true,-0.5772281981926142,0,0.0,0.0,0.0
1422,true,-0.5346298993899836,0,0.0,0.0,0.0
1456,true,-0.49814960856795665,0,0.0,0.0,0.0
1489,true,-0.45806028590124015,0,0.0,0.0,0.0
1526,true,-0.4314388100008557,0,0.0,0.0,0.0
1559,true,-0.40859000475336416,0,0.0,0.0,0.0
1591,true,-0.38641089038193854,0,0.0,0.0,0.0
1626,true,-0.3621648374067945,0,0.0,0.0,0.0
1656,true,-0.37702331575886205,1,766.6666666666667,78.26086956521738,0.0
1691,true,-0.41903268434049323,1,766.6666666666667,78.26086956521738,0.0
1725,true,-0.4806039526553434,1,766.6666666666667,78.26086956521738,0.0
1760,true,-0.563020049127033,1,766.6666666666667,78.26086956521738,0.0
1791,true,-0.6419321914092677,1,766.6666666666667,78.26086956521738,0.0
1823,true,-0.6814214189579957,1,766.6666666666667,78.26086956521738,0.0
1858,true,-0.6877373880241464,1,766.6666666666667,78.26086956521738,0.0
1893,true,-0.680169797469631,1,766.6666666666667,78.26086956521738,0.0
1926,true,-0.6619502417879062,1,766.6666666666667,78.26086956521738,0.0
1955,true,-0.6526210681429916,1,766.6666666666667,78.26086956521738,0.0
1987,true,-0.6489762416705958,1,766.6666666666667,78.26086956521738,78.26086956521738
2020,true,-0.643339577093144,1,766.6666666666667,78.26086956521738,78.26086956521738
2058,true,-0.6263691509856528,1,766.6666666666667,78.26086956521738,78.26086956521738
2090,true,-0.6002372996630072,1,766.6666666666667,78.26086956521738,78.26086956521738
2126,true,-0.5581449939673178,1,766.6666666666667,78.26086956521738,78.26086956521738
2155,true,-0.5102148693905235,1,766.6666666666667,78.26086956521738,78.26086956521738
2192,true,-0.4633574844578163,1,766.6666666666667,78.26086956521738,78.26086956521738
2222,true,-0.42561257363027494,1,766.6666666666667,78.26086956521738,78.26086956521738
2257,true,-0.3977657101327452,1,766.6666666666667,78.26086956521738,78.26086956521738
