Timestamp(ms),isGoodSignal,filteredIntensity,rrIntervals_count,medianRrMs,rawBpm,filteredBpm
19,true,-0.27115015652088914,3,766.6666666666667,78.26086956521738,0.0
49,true,-0.2594171780200156,3,766.6666666666667,78.26086956521738,0.0
81,true,-0.2470941750529505,3,766.6666666666667,78.26086956521738,0.0
116,true,-0.23435641118348371,3,766.6666666666667,78.26086956521738,0.0
150,true,-0.22519929542224304,3,766.6666666666667,78.26086956521738,0.0
184,true,-0.20879780656346725,3,766.6666666666667,78.26086956521738,0.0
216,true,-0.19893561264652249,3,766.6666666666667,78.26086956521738,0.0
249,true,-0.18535516252924822,3,766.6666666666667,78.26086956521738,0.0
283,true,-0.1691887239012999,3,766.6666666666667,78.26086956521738,0.0
320,true,-0.1501208959110727,3,766.6666666666667,78.26086956521738,0.0
348,true,-0.1338476076788595,3,766.6666666666667,78.26086956521738,0.0
383,true,-0.13606759223986842,3,766.6666666666667,78.26086956521738,0.0
415,true,-0.17126577359144335,3,766.6666666666667,78.26086956521738,0.0
452,true,-0.24439234889135264,3,766.6666666666667,78.26086956521738,0.0
482,true,-0.33429057166563325,4,766.6666666666667,78.26086956521738,0.0
516,true,-0.4275940184142826,4,766.6666666666667,78.26086956521738,0.0
551,true,-0.48993647490610215,4,766.6666666666667,78.26086956521738,0.0
587,true,-0.5035712674540775,4,766.6666666666667,78.26086956521738,0.0
617,true,-0.448170949493516,4,766.6666666666667,78.26086956521738,0.0
652,true,-0.3530798063342502,4,766.6666666666667,78.26086956521738,0.0
687,true,-0.22244735487529965,4,766.6666666666667,78.26086956521738,0.0
714,true,-0.057153292748381546,4,766.6666666666667,78.26086956521738,0.0
752,true,0.13294890351212985,4,766.6666666666667,78.26086956521738,0.0
787,true,0.34975728813876117,4,766.6666666666667,78.26086956521738,0.0
817,true,0.5975144141050919,4,766.6666666666667,78.26086956521738,78.26086956521738
847,true,0.8460127279856522,4,766.6666666666667,78.26086956521738,78.26086956521738
886,true,1.070654988839891,4,766.6666666666667,78.26086956521738,78.26086956521738
917,true,1.279128897060417,4,766.6666666666667,78.26086956521738,78.26086956521738
954,true,1.5128420834330427,4,766.6666666666667,78.26086956521738,78.26086956521738
990,true,1.7283252901183914,4,766.6666666666667,78.26086956521738,78.26086956521738
1026,true,1.9243891916391647,2,1500.0,40.0,78.26086956521738
1053,true,2.088715807927656,2,1500.0,40.0,78.26086956521738
1087,true,2.222968444116276,2,1500.0,40.0,78.26086956521738
1121,true,2.2773273964048144,2,1500.0,40.0,78.26086956521738
1154,true,2.3009316870875693,0,0.0,0.0,78.26086956521738
1187,true,2.280139701666485,0,0.0,0.0,78.26086956521738
1214,true,2.2161878656545753,0,0.0,0.0,78.26086956521738
1247,true,2.1179583231159995,0,0.0,0.0,78.26086956521738
1282,true,1.9899352742053225,0,0.0,0.0,78.26086956521738
1323,true,1.8298283337577743,0,0.0,0.0,78.26086956521738
1353,true,1.6804973335988507,0,0.0,0.0,78.26086956521738
1387,true,1.577111027481891,0,0.0,0.0,78.26086956521738
1417,true,1.497805933852419,0,0.0,0.0,78.26086956521738
