Time(ms),Raw_R,Raw_G,Raw_B,StdDev,V1_Norm,Peak_Diff,Calculated_BPM
1779203374433,135.98,33.75,148.19,0.00,0.000,0,0.0
1779203374460,135.97,33.75,148.19,0.00,0.000,0,0.0
1779203374499,136.61,33.95,148.57,0.00,0.000,0,0.0
1779203374535,136.77,34.04,148.75,0.00,0.000,0,0.0
1779203374559,136.84,34.12,148.82,0.00,0.000,0,0.0
1779203374596,136.59,34.16,148.54,0.00,0.000,0,0.0
1779203374631,136.71,34.16,148.69,0.00,0.000,0,0.0
1779203374663,136.86,34.10,148.81,0.00,0.000,0,0.0
1779203374693,136.94,34.13,148.86,0.00,0.000,0,0.0
1779203374731,136.99,34.16,148.87,0.00,0.000,0,0.0
1779203374772,137.14,34.16,148.89,0.00,0.000,0,0.0
1779203374797,137.30,34.17,148.98,0.00,0.000,0,0.0
1779203374828,137.49,34.12,149.07,0.00,0.000,0,0.0
1779203374862,137.53,34.13,149.09,0.00,0.000,0,0.0
1779203374896,137.71,34.07,149.16,0.00,0.000,0,0.0
1779203374923,137.78,34.07,149.20,0.00,0.000,0,0.0
1779203374969,137.94,33.99,149.28,0.00,0.000,0,0.0
1779203374990,138.05,34.00,149.31,0.00,0.000,0,0.0
1779203375032,137.11,33.84,148.72,0.00,0.000,0,0.0
1779203375063,137.30,33.89,148.80,0.00,0.000,0,0.0
1779203375102,137.10,33.93,148.42,0.00,0.000,0,0.0
1779203375138,137.41,33.87,148.71,0.00,0.000,0,0.0
1779203375161,137.04,33.72,148.57,0.00,0.000,0,0.0
1779203375192,136.35,33.55,148.32,0.00,0.000,0,0.0
1779203375226,136.15,33.59,148.18,0.00,0.000,0,0.0
1779203375263,135.85,33.66,148.05,0.00,0.000,0,0.0
1779203375295,135.65,33.83,148.01,0.00,0.000,0,0.0
1779203375333,135.72,33.82,148.07,0.00,0.000,0,0.0
1779203375359,136.71,33.88,148.79,0.00,0.000,0,0.0
1779203375397,136.51,34.11,148.54,0.00,0.000,0,0.0
1779203375430,136.51,34.18,148.51,0.00,0.000,0,0.0
1779203375466,136.57,34.15,148.58,0.00,0.000,0,0.0
1779203375495,136.52,34.17,148.53,0.00,0.000,0,0.0
1779203375526,136.53,34.18,148.53,0.00,0.000,0,0.0
1779203375566,136.69,34.15,148.61,0.00,0.000,0,0.0
1779203375601,136.81,34.17,148.67,0.00,0.000,0,0.0
1779203375631,136.99,34.16,148.76,0.00,0.000,0,0.0
1779203375668,137.12,34.19,148.80,0.00,0.000,0,0.0
1779203375707,137.63,34.06,149.21,0.00,0.000,0,0.0
1779203375728,137.76,34.08,149.28,0.00,0.000,0,0.0
1779203375812,136.63,33.94,148.44,0.00,0.000,0,0.0
1779203375830,136.88,33.94,148.60,0.00,0.000,0,0.0
1779203375907,137.07,33.96,148.65,0.00,0.000,0,0.0
1779203375934,137.24,33.95,148.70,0.00,0.000,0,0.0
1779203375961,137.41,33.90,148.78,0.00,0.000,0,0.0
1779203375992,137.60,33.85,148.84,0.00,0.000,0,0.0
1779203376032,137.62,33.82,148.80,0.00,0.000,0,0.0
1779203376069,137.12,33.62,148.64,0.00,0.000,0,0.0
1779203376115,136.32,33.49,148.26,0.00,0.000,0,0.0
1779203376130,136.16,33.54,148.18,0.00,0.000,0,0.0
1779203376167,135.94,33.62,148.12,0.00,0.000,0,0.0
1779203376194,135.97,33.62,148.15,0.00,0.000,0,0.0
1779203376226,136.77,33.81,148.82,0.00,0.000,0,0.0
1779203376268,136.64,34.02,148.71,0.00,0.000,0,0.0
1779203376302,136.37,34.17,148.40,0.00,0.000,0,0.0
1779203376322,136.46,34.19,148.49,0.00,0.000,0,0.0
1779203376359,136.47,34.21,148.49,0.00,0.000,0,0.0
1779203376393,136.47,34.18,148.51,0.00,0.000,0,0.0
1779203376429,136.52,34.19,148.52,0.00,0.000,0,0.0
1779203376463,136.62,34.19,148.55,0.00,0.000,0,0.0
1779203376496,136.71,34.21,148.57,0.00,0.000,0,0.0
1779203376530,136.86,34.20,148.67,0.00,0.000,0,0.0
1779203376566,137.29,34.15,149.00,0.00,0.000,0,0.0
1779203376594,137.40,34.17,149.03,0.00,0.000,0,0.0
1779203376626,137.29,34.08,148.97,0.00,0.000,0,0.0
1779203376656,137.33,34.02,148.96,0.00,0.000,0,0.0
1779203376690,137.36,33.97,148.93,0.00,0.000,0,0.0
1779203376721,137.51,33.97,148.96,0.00,0.000,0,0.0
1779203376756,137.57,33.97,148.96,0.00,0.000,0,0.0
1779203376797,137.78,33.95,149.07,0.00,0.000,0,0.0
1779203376831,137.86,33.94,149.07,0.00,0.000,0,0.0
1779203376882,137.63,33.98,148.72,0.00,0.000,0,0.0
1779203376895,138.13,33.91,149.13,0.00,0.000,0,0.0
1779203376970,138.10,33.89,149.14,0.00,0.000,0,0.0
1779203376996,135.70,33.50,147.89,0.00,0.000,0,0.0
1779203377030,135.19,33.49,147.54,0.00,0.000,0,0.0
1779203377058,135.04,33.51,147.48,0.00,0.000,0,0.0
1779203377098,135.62,33.64,147.81,0.00,0.000,0,0.0
1779203377134,136.12,33.88,148.38,0.00,0.000,0,0.0
1779203377167,136.49,34.00,148.62,0.00,0.000,0,0.0
1779203377200,136.36,34.15,148.39,0.00,0.000,0,0.0
1779203377231,136.44,34.20,148.42,0.00,0.000,0,0.0
1779203377258,136.53,34.20,148.54,0.00,0.000,0,0.0
1779203377293,136.52,34.21,148.53,0.00,0.000,0,0.0
1779203377328,136.58,34.19,148.55,0.00,0.000,0,0.0
1779203377361,136.66,34.16,148.57,0.00,0.000,0,0.0
1779203377406,136.78,34.18,148.62,0.00,0.000,0,0.0
1779203377431,137.16,34.16,148.96,0.00,0.000,0,0.0
1779203377471,137.32,34.17,149.01,0.00,0.000,0,0.0
1779203377497,137.49,34.11,149.10,0.00,0.000,0,0.0
1779203377526,137.59,34.12,149.14,0.00,0.000,0,0.0
1779203377561,137.77,34.07,149.20,0.00,0.000,0,0.0
1779203377589,137.82,34.09,149.20,0.00,0.000,0,0.0
1779203377632,136.80,33.90,148.56,0.00,0.000,0,0.0
1779203377668,137.06,33.95,148.65,0.00,0.000,0,0.0
1779203377692,137.32,33.92,148.82,0.00,0.000,0,0.0
1779203377774,137.45,33.91,148.84,0.00,0.000,0,0.0
1779203377801,137.55,33.89,148.81,0.00,0.000,0,0.0
1779203377831,137.73,33.83,148.87,0.00,0.000,0,0.0
1779203377862,137.60,33.77,148.83,0.00,0.000,0,0.0
1779203377890,136.78,33.53,148.50,0.00,0.000,0,0.0
1779203377926,135.03,33.36,147.42,0.00,0.000,0,0.0
1779203377972,135.09,33.47,147.53,0.00,0.000,0,0.0
1779203377992,135.69,33.67,147.92,0.00,0.000,0,0.0
1779203378021,136.91,33.83,148.91,0.00,0.000,0,0.0
1779203378060,136.70,34.09,148.72,0.00,0.000,0,0.0
1779203378091,136.43,34.21,148.44,0.00,0.000,0,0.0
1779203378124,136.57,34.21,148.53,0.00,0.000,0,0.0
1779203378154,136.63,34.21,148.57,0.00,0.000,0,0.0
1779203378192,136.60,34.20,148.56,0.00,0.000,0,0.0
1779203378227,136.53,34.15,148.49,0.00,0.000,0,0.0
1779203378257,136.77,34.13,148.75,0.00,0.000,0,0.0
1779203378294,136.90,34.13,148.80,0.00,0.000,0,0.0
1779203378325,137.04,34.15,148.87,0.00,0.000,0,0.0
1779203378373,137.23,34.17,148.94,0.00,0.000,0,0.0
1779203378398,137.39,34.18,149.03,0.00,0.000,0,0.0
1779203378424,137.60,34.11,149.12,0.00,0.000,0,0.0
1779203378454,137.67,34.13,149.13,0.00,0.000,0,0.0
1779203378500,137.78,34.08,149.15,0.00,0.000,0,0.0
1779203378529,137.88,34.08,149.22,0.00,0.000,0,0.0
1779203378555,136.88,33.84,148.57,0.00,0.000,0,0.0
1779203378589,137.02,33.92,148.60,0.00,0.000,0,0.0
1779203378624,137.24,33.90,148.70,0.00,0.000,0,0.0
1779203378659,137.30,33.92,148.67,0.00,0.000,0,0.0
1779203378699,137.44,33.86,148.73,0.00,0.000,0,0.0
1779203378731,137.05,33.68,148.60,0.00,0.000,0,0.0
1779203378754,136.23,33.51,148.23,0.00,0.000,0,0.0
1779203378790,136.10,33.55,148.17,0.00,0.000,0,0.0
1779203378830,135.83,33.60,148.08,0.00,0.000,0,0.0
1779203378856,135.81,33.61,148.05,0.00,0.000,0,0.0
1779203378893,136.53,33.85,148.61,0.00,0.000,0,0.0
1779203378926,136.21,34.10,148.31,0.00,0.000,0,0.0
1779203378969,136.24,34.18,148.37,0.00,0.000,0,0.0
1779203378998,136.30,34.21,148.42,0.00,0.000,0,0.0
1779203379029,136.21,34.23,148.33,0.00,0.000,0,0.0
1779203379060,136.21,34.22,148.37,0.00,0.000,0,0.0
1779203379095,136.20,34.23,148.34,0.00,0.000,0,0.0
1779203379124,136.29,34.23,148.39,0.00,0.000,0,0.0
1779203379159,136.38,34.26,148.41,0.00,0.000,0,0.0
1779203379192,136.51,34.29,148.47,0.00,0.000,0,0.0
1779203379224,136.72,34.27,148.57,0.00,0.000,0,0.0
1779203379258,136.89,34.29,148.65,0.00,0.000,0,0.0
1779203379295,137.02,34.25,148.68,0.00,0.000,0,0.0
1779203379330,137.14,34.23,148.75,0.00,0.000,0,0.0
1779203379364,136.40,33.96,148.39,0.00,0.000,0,0.0
1779203379396,136.58,34.00,148.47,0.00,0.000,0,0.0
1779203379430,136.68,33.97,148.49,0.00,0.000,0,0.0
1779203379456,136.83,33.97,148.58,0.00,0.000,0,0.0
1779203379513,137.01,33.94,148.66,0.00,0.000,0,0.0
1779203379530,137.16,33.95,148.71,0.00,0.000,0,0.0
1779203379568,137.37,33.91,148.79,0.00,0.000,0,0.0
1779203379599,137.00,33.91,148.40,0.00,0.000,0,0.0
1779203379629,135.83,33.52,148.03,0.00,0.000,0,0.0
1779203379657,135.38,33.47,147.81,0.00,0.000,0,0.0
1779203379700,135.21,33.52,147.71,0.00,0.000,0,0.0
1779203379731,136.49,33.69,148.62,0.00,0.000,0,0.0
1779203379771,136.84,33.97,148.92,0.00,0.000,0,0.0
1779203379797,136.44,34.22,148.56,0.00,0.000,0,0.0
1779203379835,136.70,34.22,148.91,0.00,0.000,0,0.0
1779203379912,136.82,34.25,148.94,0.00,0.000,0,0.0
1779203379934,136.88,34.23,149.03,0.00,0.000,0,0.0
1779203380001,136.91,34.24,149.02,0.00,0.000,0,0.0
1779203380032,137.01,34.26,149.05,0.00,0.000,0,0.0
1779203380095,137.31,34.29,149.20,0.00,0.000,0,0.0
1779203380137,137.55,34.31,149.30,0.00,0.000,0,0.0
1779203380162,137.43,34.36,149.01,0.00,0.000,0,0.0
1779203380198,137.58,34.29,149.02,0.00,0.000,0,0.0
1779203380225,137.64,34.33,149.02,0.00,0.000,0,0.0
1779203380256,136.45,33.95,148.47,0.00,0.000,0,0.0
1779203380298,136.63,34.01,148.53,0.00,0.000,0,0.0
1779203380329,136.69,34.01,148.49,0.00,0.000,0,0.0
1779203380363,136.81,34.00,148.50,0.00,0.000,0,0.0
1779203380393,137.04,33.97,148.65,0.00,0.000,0,0.0
1779203380429,137.31,33.93,148.80,0.00,0.000,0,0.0
1779203380464,137.35,33.93,148.77,0.00,0.000,0,0.0
1779203380493,137.26,33.86,148.71,0.00,0.000,0,0.0
1779203380524,135.77,33.56,147.92,0.00,0.000,0,0.0
1779203380563,135.46,33.55,147.82,0.00,0.000,0,0.0
1779203380594,135.31,33.58,147.75,0.00,0.000,0,0.0
1779203380626,136.05,33.74,148.27,0.00,0.000,0,0.0
1779203380658,136.04,33.96,148.42,0.00,0.000,0,0.0
1779203380696,136.54,34.18,148.56,0.00,0.000,0,0.0
1779203380728,136.71,34.23,148.77,0.00,0.000,0,0.0
1779203380758,136.94,34.28,148.98,0.00,0.000,0,0.0
1779203380792,136.98,34.27,149.04,0.00,0.000,0,0.0
1779203380826,136.65,34.22,148.86,0.00,0.000,0,0.0
1779203380864,136.33,34.26,148.50,0.00,0.000,0,0.0
1779203380892,136.44,34.24,148.58,0.00,0.000,0,0.0
1779203380936,136.47,34.29,148.53,0.00,0.000,0,0.0
1779203380964,136.55,34.31,148.51,0.00,0.000,0,0.0
1779203381008,136.77,34.30,148.67,0.00,0.000,0,0.0
1779203381023,136.92,34.26,148.71,0.00,0.000,0,0.0
1779203381057,137.28,34.21,148.99,0.00,0.000,0,0.0
1779203381110,137.39,34.20,149.05,0.00,0.000,0,0.0
1779203381129,137.58,34.16,149.13,0.00,0.000,0,0.0
1779203381168,137.74,34.15,149.24,0.00,0.000,0,0.0
1779203381217,137.90,34.10,149.30,0.00,0.000,0,0.0
1779203381242,138.05,34.11,149.38,0.00,0.000,0,0.0
1779203381264,137.16,33.86,148.80,0.00,0.000,0,0.0
1779203381296,137.36,33.92,148.85,0.00,0.000,0,0.0
1779203381330,137.44,33.92,148.83,0.00,0.000,0,0.0
1779203381363,137.42,33.85,148.81,0.00,0.000,0,0.0
1779203381392,136.67,33.63,148.45,0.00,0.000,0,0.0
1779203381427,136.31,33.59,148.35,0.00,0.000,0,0.0
1779203381464,136.05,33.65,148.16,0.00,0.000,0,0.0
1779203381495,135.91,33.77,148.18,0.00,0.000,0,0.0
1779203381527,136.92,33.81,149.01,0.00,0.000,0,0.0
1779203381555,136.74,34.04,148.86,0.00,0.000,0,0.0
1779203381595,136.47,34.16,148.57,0.00,0.000,0,0.0
1779203381629,136.50,34.21,148.58,0.00,0.000,0,0.0
1779203381665,136.49,34.24,148.53,0.00,0.000,0,0.0
1779203381698,136.51,34.22,148.55,0.00,0.000,0,0.0
1779203381729,136.56,34.21,148.58,0.00,0.000,0,0.0
1779203381756,136.65,34.22,148.62,0.00,0.000,0,0.0
1779203381797,136.74,34.22,148.66,0.00,0.000,0,0.0
1779203381827,136.83,34.25,148.69,0.00,0.000,0,0.0
1779203381862,137.21,34.20,149.01,0.00,0.000,0,0.0
1779203381893,137.36,34.21,149.06,0.00,0.000,0,0.0
1779203381925,137.52,34.15,149.14,0.00,0.000,0,0.0
1779203381964,137.60,34.16,149.17,0.00,0.000,0,0.0
1779203382003,137.78,34.10,149.21,0.00,0.000,0,0.0
1779203382027,137.85,34.11,149.26,0.00,0.000,0,0.0
1779203382058,137.95,34.04,149.28,0.00,0.000,0,0.0
1779203382094,138.01,34.07,149.28,0.00,0.000,0,0.0
1779203382125,136.95,33.92,148.55,0.00,0.000,0,0.0
1779203382156,137.16,34.00,148.63,0.00,0.000,0,0.0
1779203382192,137.33,33.94,148.75,0.00,0.000,0,0.0
1779203382226,137.47,33.89,148.82,0.00,0.000,0,0.0
1779203382256,137.35,33.80,148.74,0.00,0.000,0,0.0
1779203382288,136.55,33.59,148.42,0.00,0.000,0,0.0
1779203382329,136.26,33.59,148.31,0.00,0.000,0,0.0
1779203382370,136.03,33.63,148.21,0.00,0.000,0,0.0
1779203382402,135.79,33.81,148.14,0.00,0.000,0,0.0
1779203382427,135.79,33.79,148.15,0.00,0.000,0,0.0
1779203382461,136.55,33.94,148.64,0.00,0.000,0,0.0
1779203382505,136.28,34.16,148.38,0.00,0.000,0,0.0
1779203382529,136.27,34.24,148.38,0.00,0.000,0,0.0
1779203382564,136.32,34.26,148.47,0.00,0.000,0,0.0
1779203382612,136.32,34.24,148.46,0.00,0.000,0,0.0
1779203382631,136.29,34.24,148.38,0.00,0.000,0,0.0
1779203382702,136.38,34.27,148.40,0.00,0.000,0,0.0
1779203382733,136.49,34.30,148.45,0.00,0.000,0,0.0
1779203382756,136.61,34.33,148.50,0.00,0.000,0,0.0
1779203382789,136.75,34.35,148.56,0.00,0.000,0,0.0
1779203382829,136.95,34.27,148.66,0.00,0.000,0,0.0
1779203382854,137.00,34.29,148.66,0.00,0.000,0,0.0
1779203382888,137.04,34.14,148.79,0.00,0.000,0,0.0
1779203382929,137.05,34.08,148.81,0.00,0.000,0,0.0
1779203382963,137.07,34.06,148.76,0.00,0.000,0,0.0
1779203382996,137.21,34.05,148.80,0.00,0.000,0,0.0
1779203383025,137.36,34.07,148.85,0.00,0.000,0,0.0
1779203383067,137.52,34.05,148.90,0.00,0.000,0,0.0
1779203383099,137.63,34.03,148.93,0.00,0.000,0,0.0
1779203383132,137.75,34.03,148.97,0.00,0.000,0,0.0
1779203383158,137.46,33.91,148.84,0.00,0.000,0,0.0
1779203383195,136.67,33.71,148.54,0.00,0.000,0,0.0
1779203383239,134.54,33.54,147.12,0.00,0.000,0,0.0
1779203383261,134.60,33.61,147.27,0.00,0.000,0,0.0
1779203383309,135.97,33.81,148.23,0.00,0.000,0,0.0
1779203383328,136.22,34.04,148.41,0.00,0.000,0,0.0
1779203383405,136.10,34.18,148.27,0.00,0.000,0,0.0
1779203383431,136.07,34.24,148.22,0.00,0.000,0,0.0
1779203383468,136.17,34.23,148.36,0.00,0.000,0,0.0
1779203383498,136.12,34.23,148.32,0.00,0.000,0,0.0
1779203383524,136.09,34.25,148.28,0.00,0.000,0,0.0
1779203383561,136.16,34.24,148.31,0.00,0.000,0,0.0
1779203383591,136.25,34.23,148.35,0.00,0.000,0,0.0
1779203383628,136.38,34.22,148.41,0.00,0.000,0,0.0
1779203383665,136.51,34.18,148.45,0.00,0.000,0,0.0
1779203383703,136.63,34.15,148.52,0.00,0.000,0,0.0
1779203383723,136.71,34.13,148.54,0.00,0.000,0,0.0
1779203383756,136.84,34.05,148.59,0.00,0.000,0,0.0
1779203383792,136.93,34.01,148.64,0.00,0.000,0,0.0
1779203383822,137.39,33.86,149.05,0.00,0.000,0,0.0
1779203383850,137.55,33.81,149.13,0.00,0.000,0,0.0
