Time(ms),Raw_R,Raw_G,Raw_B,Range,V1_Norm,Peak_Diff,Calculated_BPM
1779200975966,121.52,57.72,128.95,0.00,0.000,0,0.0
1779200975994,121.12,57.18,128.73,0.00,0.000,0,0.0
1779200976023,120.77,56.71,128.55,0.00,0.000,0,0.0
1779200976063,120.36,56.28,128.32,0.00,0.000,0,0.0
1779200976102,120.76,56.70,128.49,0.00,0.000,0,0.0
1779200976132,120.62,56.66,128.43,0.00,0.000,0,0.0
1779200976161,120.33,56.35,128.26,0.00,0.000,0,0.0
1779200976203,120.72,56.81,128.42,0.00,0.000,0,0.0
1779200976227,120.59,56.81,128.36,0.00,0.000,0,0.0
1779200976266,120.32,56.62,128.22,0.00,0.000,0,0.0
1779200976292,120.00,56.33,128.04,0.00,0.000,0,0.0
1779200976327,120.70,56.99,128.34,0.00,0.000,0,0.0
1779200976365,120.71,57.08,128.35,0.00,0.000,0,0.0
1779200976395,120.49,56.99,128.24,0.00,0.000,0,0.0
1779200976442,120.30,56.69,128.17,0.00,0.000,0,0.0
1779200976466,120.61,57.02,128.29,0.00,0.000,0,0.0
1779200976492,122.49,59.11,129.08,0.00,0.000,0,0.0
1779200976543,125.46,62.43,130.40,0.00,0.000,0,0.0
1779200976559,125.95,62.88,130.61,0.00,0.000,0,0.0
1779200976606,126.18,63.27,130.71,0.00,0.000,0,0.0
1779200976630,125.30,62.58,130.48,0.00,0.000,0,0.0
1779200976660,124.29,61.39,130.19,0.00,0.000,0,0.0
1779200976691,122.25,58.94,129.36,0.00,0.000,0,0.0
1779200976725,122.32,59.07,129.40,0.00,0.000,0,0.0
1779200976764,122.03,58.86,129.26,0.00,0.000,0,0.0
1779200976793,122.21,59.04,129.33,0.00,0.000,0,0.0
1779200976824,121.99,58.78,129.22,0.00,0.000,0,0.0
1779200976865,122.22,59.10,129.32,0.00,0.000,0,0.0
1779200976895,122.02,59.08,129.22,0.00,0.000,0,0.0
1779200976928,121.97,59.19,129.18,0.00,0.000,0,0.0
1779200976965,121.95,59.31,129.14,0.00,0.000,0,0.0
1779200976988,122.00,59.48,129.16,0.00,0.000,0,0.0
1779200977027,122.11,59.74,129.20,0.00,0.000,0,0.0
1779200977061,122.18,59.95,129.25,0.00,0.000,0,0.0
1779200977099,122.23,60.11,129.27,0.00,0.000,0,0.0
1779200977137,122.27,60.27,129.29,0.00,0.000,0,0.0
1779200977161,122.30,60.49,129.28,0.00,0.000,0,0.0
1779200977203,122.36,60.56,129.33,0.00,0.000,0,0.0
1779200977232,122.27,60.40,129.28,0.00,0.000,0,0.0
1779200977261,122.17,60.14,129.24,0.00,0.000,0,0.0
1779200977311,122.12,60.00,129.21,0.00,0.000,0,0.0
1779200977332,122.19,60.09,129.24,0.00,0.000,0,0.0
1779200977362,122.29,60.19,129.30,0.00,0.000,0,0.0
1779200977395,122.35,60.27,129.33,0.00,0.000,0,0.0
1779200977424,122.38,60.42,129.34,0.00,0.000,0,0.0
1779200977458,122.45,60.52,129.39,0.00,0.000,0,0.0
1779200977494,122.50,60.66,129.41,0.00,0.000,0,0.0
1779200977532,122.53,60.82,129.43,0.00,0.000,0,0.0
1779200977560,122.49,60.76,129.40,0.00,0.000,0,0.0
1779200977597,122.45,60.69,129.38,0.00,0.000,0,0.0
1779200977628,122.38,60.63,129.33,0.00,0.000,0,0.0
1779200977664,122.32,60.61,129.30,0.00,0.000,0,0.0
1779200977696,122.30,60.65,129.27,0.00,0.000,0,0.0
1779200977728,122.35,60.78,129.27,0.00,0.000,0,0.0
1779200977757,122.44,61.02,129.33,0.00,0.000,0,0.0
1779200977793,122.52,61.25,129.36,0.00,0.000,0,0.0
1779200977829,122.62,61.46,129.41,0.00,0.000,0,0.0
1779200977866,122.69,61.64,129.44,0.00,0.000,0,0.0
1779200977890,122.70,61.72,129.45,0.00,0.000,0,0.0
1779200977931,122.28,61.24,129.27,0.00,0.000,0,0.0
1779200977959,122.13,60.91,129.20,0.00,0.000,0,0.0
1779200977994,122.05,60.71,129.16,0.00,0.000,0,0.0
1779200978023,122.05,60.69,129.17,0.00,0.000,0,0.0
1779200978056,122.09,60.73,129.19,0.00,0.000,0,0.0
1779200978098,122.07,60.72,129.18,0.00,0.000,0,0.0
1779200978133,122.02,60.66,129.15,0.00,0.000,0,0.0
1779200978165,121.95,60.54,129.12,0.00,0.000,0,0.0
1779200978203,121.92,60.47,129.11,0.00,0.000,0,0.0
1779200978225,121.92,60.45,129.11,0.00,0.000,0,0.0
1779200978262,121.85,60.32,129.07,0.00,0.000,0,0.0
1779200978298,121.77,60.23,129.02,0.00,0.000,0,0.0
1779200978323,121.73,60.18,129.01,0.00,0.000,0,0.0
1779200978360,121.74,60.21,129.00,0.00,0.000,0,0.0
1779200978393,121.76,60.28,129.04,0.00,0.000,0,0.0
1779200978426,121.79,60.36,129.02,0.00,0.000,0,0.0
1779200978463,121.81,60.48,129.04,0.00,0.000,0,0.0
1779200978495,121.86,60.60,129.05,0.00,0.000,0,0.0
1779200978535,121.93,60.71,129.09,0.00,0.000,0,0.0
1779200978572,121.94,60.81,129.09,0.00,0.000,0,0.0
1779200978603,121.94,60.85,129.09,0.00,0.000,0,0.0
1779200978631,121.84,60.64,129.06,0.00,0.000,0,0.0
1779200978680,121.76,60.26,129.04,0.00,0.000,0,0.0
1779200978712,121.67,60.04,128.98,0.00,0.000,0,0.0
1779200978733,121.69,60.03,128.99,0.00,0.000,0,0.0
1779200978808,121.61,59.90,128.96,0.00,0.000,0,0.0
1779200978860,121.58,59.82,128.95,0.00,0.000,0,0.0
1779200978896,121.56,59.77,128.94,0.00,0.000,0,0.0
1779200978906,121.53,59.73,128.91,0.00,0.000,0,0.0
1779200978956,121.48,59.67,128.89,0.00,0.000,0,0.0
1779200978970,121.45,59.59,128.88,0.00,0.000,0,0.0
1779200978996,121.43,59.56,128.87,0.00,0.000,0,0.0
1779200979024,121.45,59.58,128.89,0.00,0.000,0,0.0
1779200979074,121.46,59.62,128.89,0.00,0.000,0,0.0
1779200979120,121.46,59.64,128.89,0.00,0.000,0,0.0
1779200979160,121.48,59.71,128.91,0.00,0.000,0,0.0
1779200979180,121.54,59.83,128.94,0.00,0.000,0,0.0
1779200979200,121.58,59.93,128.95,0.00,0.000,0,0.0
1779200979237,121.61,60.05,128.95,0.00,0.000,0,0.0
1779200979276,121.63,60.16,128.97,0.00,0.000,0,0.0
1779200979311,121.57,60.12,128.93,0.00,0.000,0,0.0
1779200979330,121.45,59.89,128.89,0.00,0.000,0,0.0
1779200979364,121.30,59.48,128.82,0.00,0.000,0,0.0
1779200979409,121.17,59.16,128.75,0.00,0.000,0,0.0
1779200979432,121.16,59.02,128.74,0.00,0.000,0,0.0
1779200979486,121.15,58.98,128.74,0.00,0.000,0,0.0
1779200979506,121.09,58.93,128.71,0.00,0.000,0,0.0
1779200979531,121.09,58.86,128.71,0.00,0.000,0,0.0
1779200979581,121.06,58.82,128.69,0.00,0.000,0,0.0
1779200979612,121.05,58.72,128.71,0.00,0.000,0,0.0
1779200979646,121.00,58.67,128.68,0.00,0.000,0,0.0
1779200979697,120.97,58.56,128.65,0.00,0.000,0,0.0
1779200979740,121.26,58.76,128.82,0.00,0.000,0,0.0
1779200979763,121.37,58.89,128.87,0.00,0.000,0,0.0
1779200979798,121.45,59.00,128.93,0.00,0.000,0,0.0
1779200979851,121.43,59.02,128.92,0.00,0.000,0,0.0
1779200979864,121.44,59.06,128.92,0.00,0.000,0,0.0
1779200979927,121.42,59.12,128.89,0.00,0.000,0,0.0
1779200979958,121.45,59.21,128.91,0.00,0.000,0,0.0
1779200979989,121.44,59.20,128.90,0.00,0.000,0,0.0
1779200980028,121.28,58.94,128.83,0.00,0.000,0,0.0
1779200980075,121.14,58.50,128.76,0.00,0.000,0,0.0
1779200980118,121.03,58.08,128.72,0.00,0.000,0,0.0
1779200980133,120.96,57.93,128.69,0.00,0.000,0,0.0
1779200980195,121.64,58.27,129.04,0.00,0.000,0,0.0
1779200980232,121.72,58.38,129.09,0.00,0.000,0,0.0
1779200980262,121.78,58.42,129.13,0.00,0.000,0,0.0
1779200980298,121.77,58.43,129.13,0.00,0.000,0,0.0
1779200980345,121.73,58.22,129.12,0.00,0.000,0,0.0
1779200980363,121.73,58.05,129.14,0.00,0.000,0,0.0
1779200980426,121.71,57.98,129.13,0.00,0.000,0,0.0
1779200980461,121.68,57.85,129.12,0.00,0.000,0,0.0
1779200980496,121.66,57.86,129.11,0.00,0.000,0,0.0
1779200980528,121.67,57.89,129.12,0.00,0.000,0,0.0
1779200980557,121.66,57.92,129.11,0.00,0.000,0,0.0
1779200980590,121.68,57.98,129.11,0.00,0.000,0,0.0
1779200980626,121.68,58.00,129.11,0.00,0.000,0,0.0
1779200980657,121.70,58.02,129.11,0.00,0.000,0,0.0
1779200980689,121.67,58.05,129.10,0.00,0.000,0,0.0
1779200980729,121.59,57.84,129.08,0.00,0.000,0,0.0
1779200980763,121.45,57.44,129.03,0.00,0.000,0,0.0
1779200980794,121.29,56.95,128.95,0.00,0.000,0,0.0
1779200980830,121.24,56.70,128.94,0.00,0.000,0,0.0
1779200980860,121.21,56.60,128.92,0.00,0.000,0,0.0
1779200980897,122.53,57.64,129.56,0.00,0.000,0,0.0
1779200980932,122.53,57.71,129.55,0.00,0.000,0,0.0
1779200980975,122.49,57.59,129.54,0.00,0.000,0,0.0
1779200980996,122.45,57.52,129.53,0.00,0.000,0,0.0
1779200981032,122.45,57.49,129.52,0.00,0.000,0,0.0
1779200981065,122.37,57.32,129.49,0.00,0.000,0,0.0
1779200981122,122.32,57.19,129.49,0.00,0.000,0,0.0
1779200981140,122.26,57.13,129.45,0.00,0.000,0,0.0
