Time(ms),Raw_R,Raw_G,Raw_B,Range,V1_Norm,Peak_Diff,Calculated_BPM
1779200962806,121.24,57.40,128.77,0.00,0.000,0,0.0
1779200962829,121.22,57.34,128.76,0.00,0.000,0,0.0
1779200962865,121.23,57.32,128.78,0.00,0.000,0,0.0
1779200962898,121.25,57.32,128.80,0.00,0.000,0,0.0
1779200962938,121.22,57.36,128.77,0.00,0.000,0,0.0
1779200962966,121.20,57.33,128.76,0.00,0.000,0,0.0
1779200963007,121.22,57.36,128.78,0.00,0.000,0,0.0
1779200963039,121.19,57.37,128.76,0.00,0.000,0,0.0
1779200963071,121.20,57.45,128.76,0.00,0.000,0,0.0
1779200963103,121.25,57.58,128.78,0.00,0.000,0,0.0
1779200963131,121.33,57.74,128.80,0.00,0.000,0,0.0
1779200963162,121.43,57.94,128.83,0.00,0.000,0,0.0
1779200963195,121.48,58.08,128.86,0.00,0.000,0,0.0
1779200963229,121.50,58.24,128.87,0.00,0.000,0,0.0
1779200963270,121.58,58.38,128.92,0.00,0.000,0,0.0
1779200963309,121.57,58.51,128.88,0.00,0.000,0,0.0
1779200963339,121.62,58.57,128.91,0.00,0.000,0,0.0
1779200963393,121.70,58.72,128.95,0.00,0.000,0,0.0
1779200963418,121.72,58.80,128.96,0.00,0.000,0,0.0
1779200963435,121.72,58.96,128.93,0.00,0.000,0,0.0
1779200963464,121.74,59.08,128.94,0.00,0.000,0,0.0
1779200963501,121.64,59.03,128.88,0.00,0.000,0,0.0
1779200963532,121.52,58.65,128.86,0.00,0.000,0,0.0
1779200963573,121.40,58.31,128.81,0.00,0.000,0,0.0
1779200963598,121.36,58.05,128.81,0.00,0.000,0,0.0
1779200963633,121.34,58.01,128.81,0.00,0.000,0,0.0
1779200963672,121.33,58.02,128.80,0.00,0.000,0,0.0
1779200963706,121.30,57.95,128.78,0.00,0.000,0,0.0
1779200963734,121.26,57.93,128.77,0.00,0.000,0,0.0
1779200963763,121.25,57.89,128.77,0.00,0.000,0,0.0
1779200963797,121.26,57.87,128.77,0.00,0.000,0,0.0
1779200963834,121.22,57.82,128.76,0.00,0.000,0,0.0
1779200963875,121.18,57.75,128.72,0.00,0.000,0,0.0
1779200963903,121.17,57.72,128.74,0.00,0.000,0,0.0
1779200963939,121.14,57.70,128.71,0.00,0.000,0,0.0
1779200963965,121.17,57.76,128.73,0.00,0.000,0,0.0
1779200964002,121.21,57.86,128.74,0.00,0.000,0,0.0
1779200964040,121.23,57.96,128.75,0.00,0.000,0,0.0
1779200964063,121.24,58.06,128.74,0.00,0.000,0,0.0
1779200964107,121.28,58.11,128.77,0.00,0.000,0,0.0
1779200964142,121.29,58.18,128.76,0.00,0.000,0,0.0
1779200964174,121.27,58.27,128.73,0.00,0.000,0,0.0
1779200964198,121.25,58.35,128.72,0.00,0.000,0,0.0
1779200964235,121.23,58.41,128.69,0.00,0.000,0,0.0
1779200964270,121.28,58.50,128.72,0.00,0.000,0,0.0
1779200964298,121.30,58.65,128.72,0.00,0.000,0,0.0
1779200964333,121.33,58.71,128.75,0.00,0.000,0,0.0
1779200964369,121.27,58.62,128.73,0.00,0.000,0,0.0
1779200964406,121.17,58.29,128.69,0.00,0.000,0,0.0
1779200964429,121.00,57.95,128.60,0.00,0.000,0,0.0
1779200964462,120.96,57.69,128.60,0.00,0.000,0,0.0
1779200964496,120.96,57.59,128.61,0.00,0.000,0,0.0
1779200964529,121.64,58.27,128.90,0.00,0.000,0,0.0
1779200964561,121.77,58.42,128.99,0.00,0.000,0,0.0
1779200964596,121.78,58.42,128.99,0.00,0.000,0,0.0
1779200964639,121.84,58.42,129.04,0.00,0.000,0,0.0
1779200964664,121.84,58.46,129.03,0.00,0.000,0,0.0
1779200964705,121.78,58.40,129.00,0.00,0.000,0,0.0
1779200964734,121.78,58.31,129.01,0.00,0.000,0,0.0
1779200964763,121.78,58.33,129.02,0.00,0.000,0,0.0
1779200964803,121.77,58.37,129.00,0.00,0.000,0,0.0
1779200964833,121.85,58.42,129.05,0.00,0.000,0,0.0
1779200964866,121.88,58.50,129.04,0.00,0.000,0,0.0
1779200964906,121.86,58.59,129.02,0.00,0.000,0,0.0
1779200964935,121.94,58.68,129.07,0.00,0.000,0,0.0
1779200964971,121.95,58.78,129.06,0.00,0.000,0,0.0
1779200965014,122.01,58.85,129.09,0.00,0.000,0,0.0
1779200965037,122.07,58.95,129.11,0.00,0.000,0,0.0
1779200965068,122.09,59.00,129.12,0.00,0.000,0,0.0
1779200965096,122.10,59.02,129.13,0.00,0.000,0,0.0
1779200965133,122.05,59.03,129.11,0.00,0.000,0,0.0
1779200965174,122.06,59.09,129.09,0.00,0.000,0,0.0
1779200965201,122.07,59.13,129.11,0.00,0.000,0,0.0
1779200965238,122.01,58.94,129.07,0.00,0.000,0,0.0
1779200965268,121.88,58.57,129.04,0.00,0.000,0,0.0
1779200965304,121.74,58.12,129.00,0.00,0.000,0,0.0
1779200965332,121.67,57.92,128.97,0.00,0.000,0,0.0
1779200965361,121.67,57.84,128.97,0.00,0.000,0,0.0
1779200965422,121.63,57.75,128.96,0.00,0.000,0,0.0
1779200965431,121.59,57.60,128.92,0.00,0.000,0,0.0
1779200965464,121.57,57.51,128.91,0.00,0.000,0,0.0
1779200965504,121.57,57.44,128.92,0.00,0.000,0,0.0
1779200965548,121.57,57.43,128.93,0.00,0.000,0,0.0
1779200965573,121.56,57.32,128.93,0.00,0.000,0,0.0
1779200965602,121.49,57.19,128.88,0.00,0.000,0,0.0
1779200965645,121.43,57.05,128.86,0.00,0.000,0,0.0
1779200965673,121.39,56.92,128.85,0.00,0.000,0,0.0
1779200965695,121.39,56.90,128.85,0.00,0.000,0,0.0
1779200965735,121.31,56.82,128.81,0.00,0.000,0,0.0
1779200965767,121.31,56.75,128.82,0.00,0.000,0,0.0
1779200965803,121.30,56.70,128.82,0.00,0.000,0,0.0
1779200965832,121.38,56.76,128.86,0.00,0.000,0,0.0
1779200965875,121.41,56.81,128.88,0.00,0.000,0,0.0
1779200965901,121.36,56.65,128.89,0.00,0.000,0,0.0
1779200965929,121.16,56.32,128.84,0.00,0.000,0,0.0
1779200965960,120.99,56.02,128.79,0.00,0.000,0,0.0
1779200966007,121.03,56.12,128.81,0.00,0.000,0,0.0
1779200966035,121.46,56.88,129.01,0.00,0.000,0,0.0
1779200966065,122.60,58.52,129.45,0.00,0.000,0,0.0
1779200966094,122.77,59.08,129.51,0.00,0.000,0,0.0
1779200966129,122.71,59.04,129.48,0.00,0.000,0,0.0
1779200966161,122.54,58.48,129.43,0.00,0.000,0,0.0
1779200966196,122.31,57.88,129.33,0.00,0.000,0,0.0
1779200966233,122.30,57.66,129.33,0.00,0.000,0,0.0
1779200966270,122.39,57.75,129.36,0.00,0.000,0,0.0
1779200966307,122.48,57.93,129.36,0.00,0.000,0,0.0
1779200966336,122.51,57.98,129.36,0.00,0.000,0,0.0
1779200966368,122.47,57.90,129.35,0.00,0.000,0,0.0
1779200966396,122.40,57.71,129.32,0.00,0.000,0,0.0
1779200966434,122.26,57.44,129.26,0.00,0.000,0,0.0
1779200966464,122.09,57.03,129.22,0.00,0.000,0,0.0
1779200966495,121.34,55.64,129.03,0.00,0.000,0,0.0
1779200966526,120.32,53.99,128.64,0.00,0.000,0,0.0
1779200966568,120.24,53.71,128.58,0.00,0.000,0,0.0
1779200966602,121.26,54.79,128.90,0.00,0.000,0,0.0
1779200966632,122.06,56.06,129.20,0.00,0.000,0,0.0
1779200966665,124.82,60.52,130.06,0.00,0.000,0,0.0
1779200966698,125.48,61.89,130.17,0.00,0.000,0,0.0
1779200966729,125.53,62.20,130.15,0.00,0.000,0,0.0
1779200966765,124.27,60.86,129.80,0.00,0.000,0,0.0
1779200966795,122.73,58.62,129.42,0.00,0.000,0,0.0
1779200966840,121.15,56.60,128.78,0.00,0.000,0,0.0
1779200966862,121.06,56.48,128.73,0.00,0.000,0,0.0
1779200966898,121.05,56.42,128.69,0.00,0.000,0,0.0
1779200966969,122.35,58.50,129.17,0.00,0.000,0,0.0
1779200967000,122.56,58.64,129.23,0.00,0.000,0,0.0
1779200967033,122.50,58.20,129.23,0.00,0.000,0,0.0
1779200967068,121.32,56.88,128.74,0.00,0.000,0,0.0
1779200967107,121.36,56.59,128.78,0.00,0.000,0,0.0
1779200967135,121.31,56.43,128.77,0.00,0.000,0,0.0
1779200967160,121.26,56.44,128.75,0.00,0.000,0,0.0
1779200967194,121.20,56.33,128.73,0.00,0.000,0,0.0
1779200967230,121.18,56.42,128.72,0.00,0.000,0,0.0
1779200967267,121.20,56.38,128.73,0.00,0.000,0,0.0
1779200967304,121.23,56.40,128.74,0.00,0.000,0,0.0
1779200967331,121.25,56.41,128.75,0.00,0.000,0,0.0
1779200967367,121.22,56.39,128.75,0.00,0.000,0,0.0
1779200967403,121.15,56.28,128.71,0.00,0.000,0,0.0
1779200967437,121.16,56.30,128.72,0.00,0.000,0,0.0
1779200967464,121.17,56.39,128.73,0.00,0.000,0,0.0
1779200967493,121.17,56.52,128.72,0.00,0.000,0,0.0
1779200967570,122.14,57.64,129.11,0.00,0.000,0,0.0
1779200967599,122.22,57.80,129.17,0.00,0.000,0,0.0
1779200967637,122.26,58.02,129.19,0.00,0.000,0,0.0
1779200967661,122.29,58.06,129.20,0.00,0.000,0,0.0
1779200967693,122.32,58.25,129.20,0.00,0.000,0,0.0
1779200967740,122.35,58.34,129.21,0.00,0.000,0,0.0
1779200967768,122.39,58.48,129.22,0.00,0.000,0,0.0
1779200967802,122.40,58.55,129.22,0.00,0.000,0,0.0
1779200967832,122.28,58.30,129.19,0.00,0.000,0,0.0
1779200967879,122.14,57.88,129.14,0.00,0.000,0,0.0
1779200967902,122.00,57.51,129.09,0.00,0.000,0,0.0
1779200967929,121.97,57.32,129.08,0.00,0.000,0,0.0
1779200967961,121.97,57.32,129.08,0.00,0.000,0,0.0
1779200968031,122.01,57.37,129.11,0.00,0.000,0,0.0
1779200968072,121.98,57.37,129.10,0.00,0.000,0,0.0
1779200968101,122.00,57.43,129.11,0.00,0.000,0,0.0
1779200968135,122.02,57.46,129.13,0.00,0.000,0,0.0
1779200968162,122.03,57.45,129.14,0.00,0.000,0,0.0
1779200968201,121.97,57.42,129.09,0.00,0.000,0,0.0
1779200968233,122.01,57.45,129.12,0.00,0.000,0,0.0
1779200968262,122.01,57.56,129.11,0.00,0.000,0,0.0
1779200968298,122.07,57.68,129.14,0.00,0.000,0,0.0
1779200968329,122.11,57.88,129.16,0.00,0.000,0,0.0
1779200968366,122.15,58.00,129.16,0.00,0.000,0,0.0
1779200968398,122.22,58.16,129.19,0.00,0.000,0,0.0
1779200968465,122.25,58.33,129.20,0.00,0.000,0,0.0
1779200968499,122.26,58.47,129.20,0.00,0.000,0,0.0
1779200968540,122.31,58.62,129.22,0.00,0.000,0,0.0
1779200968569,122.31,58.79,129.21,0.00,0.000,0,0.0
1779200968603,122.38,58.93,129.24,0.00,0.000,0,0.0
1779200968635,122.32,58.87,129.21,0.00,0.000,0,0.0
1779200968668,122.21,58.60,129.17,0.00,0.000,0,0.0
1779200968703,122.09,58.30,129.13,0.00,0.000,0,0.0
1779200968727,122.08,58.23,129.13,0.00,0.000,0,0.0
1779200968770,122.12,58.27,129.15,0.00,0.000,0,0.0
1779200968802,122.12,58.32,129.14,0.00,0.000,0,0.0
1779200968829,122.15,58.36,129.16,0.00,0.000,0,0.0
1779200968904,122.17,58.42,129.17,0.00,0.000,0,0.0
1779200968931,122.17,58.40,129.18,0.00,0.000,0,0.0
1779200968963,122.16,58.38,129.17,0.00,0.000,0,0.0
1779200968998,122.18,58.41,129.19,0.00,0.000,0,0.0
1779200969032,122.14,58.45,129.15,0.00,0.000,0,0.0
1779200969068,122.23,58.56,129.19,0.00,0.000,0,0.0
1779200969098,122.28,58.66,129.22,0.00,0.000,0,0.0
1779200969134,122.31,58.81,129.23,0.00,0.000,0,0.0
1779200969170,122.35,58.98,129.23,0.00,0.000,0,0.0
1779200969202,122.38,59.12,129.24,0.00,0.000,0,0.0
1779200969241,122.39,59.21,129.23,0.00,0.000,0,0.0
1779200969263,122.43,59.32,129.25,0.00,0.000,0,0.0
1779200969304,122.51,59.48,129.29,0.00,0.000,0,0.0
1779200969334,122.52,59.53,129.28,0.00,0.000,0,0.0
1779200969363,122.43,59.36,129.27,0.00,0.000,0,0.0
1779200969400,122.34,59.08,129.22,0.00,0.000,0,0.0
1779200969431,122.28,58.88,129.20,0.00,0.000,0,0.0
1779200969463,122.27,58.82,129.21,0.00,0.000,0,0.0
1779200969499,122.25,58.79,129.20,0.00,0.000,0,0.0
1779200969527,122.30,58.85,129.23,0.00,0.000,0,0.0
1779200969565,122.27,58.82,129.20,0.00,0.000,0,0.0
1779200969605,122.27,58.82,129.21,0.00,0.000,0,0.0
1779200969632,122.28,58.86,129.20,0.00,0.000,0,0.0
1779200969670,122.22,58.80,129.18,0.00,0.000,0,0.0
1779200969694,122.20,58.75,129.18,0.00,0.000,0,0.0
1779200969734,122.21,58.73,129.18,0.00,0.000,0,0.0
1779200969764,122.20,58.80,129.18,0.00,0.000,0,0.0
1779200969797,122.23,58.90,129.17,0.00,0.000,0,0.0
1779200969847,122.26,58.96,129.20,0.00,0.000,0,0.0
1779200969866,122.29,59.11,129.21,0.00,0.000,0,0.0
1779200969907,122.34,59.23,129.23,0.00,0.000,0,0.0
1779200969940,122.38,59.34,129.24,0.00,0.000,0,0.0
1779200969965,122.41,59.47,129.24,0.00,0.000,0,0.0
1779200970001,122.47,59.65,129.27,0.00,0.000,0,0.0
1779200970036,122.51,59.74,129.29,0.00,0.000,0,0.0
1779200970067,122.43,59.53,129.27,0.00,0.000,0,0.0
1779200970101,122.32,59.27,129.22,0.00,0.000,0,0.0
1779200970140,122.25,59.06,129.19,0.00,0.000,0,0.0
1779200970165,122.25,58.97,129.20,0.00,0.000,0,0.0
1779200970201,122.27,58.98,129.21,0.00,0.000,0,0.0
1779200970230,122.26,58.98,129.21,0.00,0.000,0,0.0
1779200970264,122.22,58.87,129.20,0.00,0.000,0,0.0
1779200970301,122.17,58.87,129.17,0.00,0.000,0,0.0
1779200970332,122.19,58.90,129.19,0.00,0.000,0,0.0
1779200970371,122.17,58.92,129.17,0.00,0.000,0,0.0
1779200970409,122.17,58.84,129.17,0.00,0.000,0,0.0
1779200970431,122.18,58.85,129.18,0.00,0.000,0,0.0
1779200970470,122.19,58.87,129.20,0.00,0.000,0,0.0
1779200970495,122.22,58.94,129.21,0.00,0.000,0,0.0
1779200970535,122.24,59.07,129.22,0.00,0.000,0,0.0
1779200970582,122.28,59.17,129.22,0.00,0.000,0,0.0
1779200970603,122.36,59.29,129.27,0.00,0.000,0,0.0
1779200970637,122.37,59.41,129.27,0.00,0.000,0,0.0
1779200970667,122.35,59.44,129.25,0.00,0.000,0,0.0
1779200970710,122.38,59.51,129.27,0.00,0.000,0,0.0
1779200970734,122.43,59.60,129.30,0.00,0.000,0,0.0
1779200970763,122.31,59.51,129.23,0.00,0.000,0,0.0
1779200970801,122.23,59.23,129.22,0.00,0.000,0,0.0
1779200970832,122.11,58.90,129.18,0.00,0.000,0,0.0
1779200970869,122.11,58.77,129.20,0.00,0.000,0,0.0
1779200970902,122.14,58.73,129.21,0.00,0.000,0,0.0
1779200970942,122.13,58.76,129.18,0.00,0.000,0,0.0
1779200970962,122.11,58.74,129.17,0.00,0.000,0,0.0
1779200970995,122.10,58.71,129.16,0.00,0.000,0,0.0
1779200971029,122.10,58.73,129.17,0.00,0.000,0,0.0
1779200971064,122.09,58.73,129.17,0.00,0.000,0,0.0
1779200971102,122.08,58.67,129.17,0.00,0.000,0,0.0
1779200971130,122.07,58.63,129.16,0.00,0.000,0,0.0
1779200971171,122.06,58.63,129.16,0.00,0.000,0,0.0
1779200971194,122.06,58.67,129.15,0.00,0.000,0,0.0
1779200971235,122.10,58.75,129.17,0.00,0.000,0,0.0
1779200971268,122.13,58.83,129.18,0.00,0.000,0,0.0
1779200971303,122.15,58.89,129.20,0.00,0.000,0,0.0
1779200971340,122.18,58.97,129.21,0.00,0.000,0,0.0
1779200971369,122.19,59.06,129.19,0.00,0.000,0,0.0
1779200971407,122.23,59.13,129.21,0.00,0.000,0,0.0
1779200971430,122.24,59.19,129.22,0.00,0.000,0,0.0
1779200971465,122.23,59.25,129.20,0.00,0.000,0,0.0
1779200971498,122.26,59.33,129.22,0.00,0.000,0,0.0
1779200971534,122.22,59.25,129.21,0.00,0.000,0,0.0
1779200971568,122.12,59.00,129.18,0.00,0.000,0,0.0
1779200971597,122.04,58.70,129.15,0.00,0.000,0,0.0
1779200971626,122.00,58.54,129.14,0.00,0.000,0,0.0
1779200971667,122.06,58.53,129.17,0.00,0.000,0,0.0
1779200971701,122.05,58.54,129.17,0.00,0.000,0,0.0
1779200971731,122.03,58.48,129.14,0.00,0.000,0,0.0
1779200971776,122.00,58.42,129.14,0.00,0.000,0,0.0
1779200971808,121.97,58.32,129.13,0.00,0.000,0,0.0
1779200971868,121.89,58.17,129.10,0.00,0.000,0,0.0
1779200971900,121.85,58.05,129.07,0.00,0.000,0,0.0
1779200971938,121.82,57.97,129.06,0.00,0.000,0,0.0
1779200971963,121.81,57.95,129.06,0.00,0.000,0,0.0
1779200972010,121.79,57.98,129.06,0.00,0.000,0,0.0
1779200972041,121.75,57.98,129.02,0.00,0.000,0,0.0
1779200972066,121.78,58.03,129.05,0.00,0.000,0,0.0
1779200972098,121.76,58.03,129.03,0.00,0.000,0,0.0
1779200972128,121.75,58.08,129.02,0.00,0.000,0,0.0
1779200972164,121.76,58.08,129.04,0.00,0.000,0,0.0
1779200972195,121.77,58.12,129.02,0.00,0.000,0,0.0
1779200972228,121.77,58.15,129.03,0.00,0.000,0,0.0
1779200972270,121.81,58.20,129.05,0.00,0.000,0,0.0
1779200972304,121.78,58.08,129.05,0.00,0.000,0,0.0
1779200972333,121.64,57.80,128.97,0.00,0.000,0,0.0
1779200972366,121.56,57.51,128.95,0.00,0.000,0,0.0
1779200972392,121.54,57.37,128.94,0.00,0.000,0,0.0
1779200972433,121.50,57.27,128.93,0.00,0.000,0,0.0
1779200972464,121.47,57.17,128.91,0.00,0.000,0,0.0
1779200972503,121.45,57.10,128.90,0.00,0.000,0,0.0
1779200972533,121.47,57.01,128.93,0.00,0.000,0,0.0
1779200972576,121.46,56.97,128.92,0.00,0.000,0,0.0
1779200972608,121.43,56.90,128.91,0.00,0.000,0,0.0
1779200972625,121.37,56.79,128.87,0.00,0.000,0,0.0
1779200972664,121.34,56.68,128.87,0.00,0.000,0,0.0
1779200972699,121.32,56.67,128.85,0.00,0.000,0,0.0
1779200972729,121.33,56.68,128.86,0.00,0.000,0,0.0
1779200972764,122.17,57.42,129.24,0.00,0.000,0,0.0
1779200972796,122.26,57.61,129.27,0.00,0.000,0,0.0
1779200972832,122.25,57.79,129.26,0.00,0.000,0,0.0
1779200972867,122.27,57.83,129.26,0.00,0.000,0,0.0
1779200972902,122.31,57.92,129.30,0.00,0.000,0,0.0
1779200972932,122.32,57.95,129.28,0.00,0.000,0,0.0
1779200972967,122.32,57.99,129.29,0.00,0.000,0,0.0
1779200972995,122.34,58.00,129.30,0.00,0.000,0,0.0
1779200973027,122.35,58.07,129.30,0.00,0.000,0,0.0
1779200973059,122.40,58.16,129.33,0.00,0.000,0,0.0
1779200973097,122.33,58.08,129.29,0.00,0.000,0,0.0
1779200973124,122.22,57.78,129.26,0.00,0.000,0,0.0
1779200973164,122.10,57.44,129.21,0.00,0.000,0,0.0
1779200973197,122.04,57.19,129.19,0.00,0.000,0,0.0
1779200973228,121.99,57.02,129.17,0.00,0.000,0,0.0
1779200973260,121.93,56.87,129.15,0.00,0.000,0,0.0
1779200973297,121.82,56.71,129.08,0.00,0.000,0,0.0
1779200973330,121.78,56.56,129.05,0.00,0.000,0,0.0
1779200973361,121.77,56.49,129.05,0.00,0.000,0,0.0
1779200973394,121.71,56.36,129.03,0.00,0.000,0,0.0
1779200973432,121.67,56.20,129.02,0.00,0.000,0,0.0
1779200973459,121.59,56.04,128.98,0.00,0.000,0,0.0
1779200973506,121.53,55.91,128.97,0.00,0.000,0,0.0
1779200973528,121.53,55.85,128.96,0.00,0.000,0,0.0
1779200973564,121.56,55.85,128.96,0.00,0.000,0,0.0
1779200973598,121.55,55.83,128.96,0.00,0.000,0,0.0
1779200973630,121.43,55.56,128.97,0.00,0.000,0,0.0
1779200973660,120.41,53.90,128.65,0.00,0.000,0,0.0
1779200973696,120.28,53.62,128.56,0.00,0.000,0,0.0
1779200973726,120.76,54.15,128.70,0.00,0.000,0,0.0
1779200973774,122.09,55.70,129.40,0.00,0.000,0,0.0
1779200973791,124.83,59.67,130.37,0.00,0.000,0,0.0
1779200973866,125.58,61.73,130.33,0.00,0.000,0,0.0
1779200973902,125.85,62.16,130.34,0.00,0.000,0,0.0
1779200973928,125.31,61.80,130.24,0.00,0.000,0,0.0
1779200973962,123.94,60.10,129.94,0.00,0.000,0,0.0
1779200973994,121.94,57.80,129.25,0.00,0.000,0,0.0
1779200974039,121.34,56.95,128.98,0.00,0.000,0,0.0
1779200974057,121.10,56.50,128.87,0.00,0.000,0,0.0
1779200974092,121.28,56.50,128.94,0.00,0.000,0,0.0
1779200974126,121.74,56.71,129.13,0.00,0.000,0,0.0
1779200974165,122.22,57.38,129.30,0.00,0.000,0,0.0
1779200974205,122.32,57.41,129.34,0.00,0.000,0,0.0
1779200974234,122.18,57.20,129.27,0.00,0.000,0,0.0
1779200974263,121.95,56.80,129.14,0.00,0.000,0,0.0
1779200974295,121.78,56.51,129.04,0.00,0.000,0,0.0
1779200974340,121.72,56.37,129.01,0.00,0.000,0,0.0
1779200974370,121.66,56.25,128.97,0.00,0.000,0,0.0
1779200974398,121.66,56.27,128.97,0.00,0.000,0,0.0
1779200974434,121.70,56.38,128.97,0.00,0.000,0,0.0
1779200974460,121.72,56.52,128.97,0.00,0.000,0,0.0
1779200974495,121.79,56.64,129.01,0.00,0.000,0,0.0
1779200974528,121.86,56.80,129.04,0.00,0.000,0,0.0
1779200974565,121.92,56.93,129.08,0.00,0.000,0,0.0
1779200974605,122.00,57.19,129.10,0.00,0.000,0,0.0
1779200974629,122.13,57.44,129.17,0.00,0.000,0,0.0
1779200974668,122.18,57.68,129.18,0.00,0.000,0,0.0
1779200974703,122.22,57.82,129.19,0.00,0.000,0,0.0
1779200974729,122.10,57.75,129.13,0.00,0.000,0,0.0
1779200974759,120.70,56.29,128.44,0.00,0.000,0,0.0
1779200974807,120.47,56.02,128.30,0.00,0.000,0,0.0
1779200974842,120.08,55.62,128.09,0.00,0.000,0,0.0
1779200974883,120.54,55.96,128.28,0.00,0.000,0,0.0
1779200974898,120.27,55.47,128.17,0.00,0.000,0,0.0
1779200974964,119.48,54.02,127.84,0.00,0.000,0,0.0
1779200974998,119.88,53.88,128.02,0.00,0.000,0,0.0
1779200975048,119.73,53.73,127.95,0.00,0.000,0,0.0
1779200975067,121.07,54.95,128.50,0.00,0.000,0,0.0
1779200975142,122.32,55.12,129.29,0.00,0.000,0,0.0
1779200975165,124.84,57.14,130.20,0.00,0.000,0,0.0
1779200975198,125.54,57.65,130.60,0.00,0.000,0,0.0
1779200975226,126.14,58.69,131.00,0.00,0.000,0,0.0
1779200975257,126.74,60.01,131.25,0.00,0.000,0,0.0
1779200975290,126.19,60.28,130.96,0.00,0.000,0,0.0
1779200975330,127.09,62.68,130.81,0.00,0.000,0,0.0
1779200975363,126.28,62.45,130.58,0.00,0.000,0,0.0
1779200975397,125.05,61.64,130.29,0.00,0.000,0,0.0
1779200975433,123.43,59.77,129.86,0.00,0.000,0,0.0
1779200975469,122.11,58.16,129.35,0.00,0.000,0,0.0
1779200975494,121.57,57.56,129.09,0.00,0.000,0,0.0
1779200975536,121.38,57.31,128.94,0.00,0.000,0,0.0
1779200975565,121.65,57.79,128.99,0.00,0.000,0,0.0
1779200975594,122.38,58.73,129.29,0.00,0.000,0,0.0
1779200975631,122.68,59.44,129.42,0.00,0.000,0,0.0
1779200975666,122.80,59.75,129.49,0.00,0.000,0,0.0
1779200975698,122.61,59.46,129.41,0.00,0.000,0,0.0
1779200975734,122.22,58.71,129.25,0.00,0.000,0,0.0
1779200975784,121.98,58.15,129.15,0.00,0.000,0,0.0
1779200975806,121.81,57.86,129.04,0.00,0.000,0,0.0
1779200975827,121.83,57.88,129.07,0.00,0.000,0,0.0
1779200975860,121.85,58.00,129.07,0.00,0.000,0,0.0
1779200975892,121.90,58.11,129.10,0.00,0.000,0,0.0
1779200975927,121.75,57.98,129.05,0.00,0.000,0,0.0
