Time(ms),Raw_R,Raw_G,Raw_B,Range,V1_Norm,Peak_Diff,Calculated_BPM
1779201071226,140.48,63.42,145.44,0.00,0.000,0,0.0
1779201071254,140.48,63.54,145.42,0.00,0.000,0,0.0
1779201071285,140.50,63.73,145.39,0.00,0.000,0,0.0
1779201071330,140.54,63.94,145.38,0.00,0.000,0,0.0
1779201071363,140.56,64.12,145.36,0.00,0.000,0,0.0
1779201071396,140.47,63.72,145.38,0.00,0.000,0,0.0
1779201071429,140.20,62.72,145.41,0.00,0.000,0,0.0
1779201071460,139.99,61.92,145.40,0.00,0.000,0,0.0
1779201071494,139.88,61.54,145.39,0.00,0.000,0,0.0
1779201071574,139.89,61.51,145.39,0.00,0.000,0,0.0
1779201071596,139.92,61.43,145.42,0.00,0.000,0,0.0
1779201071663,139.95,61.47,145.43,0.00,0.000,0,0.0
1779201071704,139.94,61.47,145.42,0.00,0.000,0,0.0
1779201071730,139.95,61.46,145.43,0.00,0.000,0,0.0
1779201071761,139.93,61.42,145.43,0.00,0.000,0,0.0
1779201071807,139.92,61.49,145.40,0.00,0.000,0,0.0
1779201071828,139.94,61.59,145.39,0.00,0.000,0,0.0
1779201071901,140.00,61.89,145.38,0.00,0.000,0,0.0
1779201071931,140.02,62.10,145.34,0.00,0.000,0,0.0
1779201071966,140.07,62.30,145.34,0.00,0.000,0,0.0
1779201071994,140.11,62.48,145.34,0.00,0.000,0,0.0
1779201072027,140.15,62.59,145.35,0.00,0.000,0,0.0
1779201072068,140.15,62.68,145.34,0.00,0.000,0,0.0
1779201072089,140.17,62.81,145.32,0.00,0.000,0,0.0
1779201072132,140.20,63.01,145.30,0.00,0.000,0,0.0
1779201072162,140.30,63.16,145.34,0.00,0.000,0,0.0
1779201072209,140.30,63.22,145.33,0.00,0.000,0,0.0
1779201072231,140.10,62.66,145.33,0.00,0.000,0,0.0
1779201072271,139.80,61.66,145.34,0.00,0.000,0,0.0
1779201072293,139.68,61.09,145.37,0.00,0.000,0,0.0
1779201072327,139.61,60.89,145.35,0.00,0.000,0,0.0
1779201072358,139.63,60.93,145.34,0.00,0.000,0,0.0
1779201072399,139.66,60.93,145.35,0.00,0.000,0,0.0
1779201072436,139.65,60.88,145.36,0.00,0.000,0,0.0
1779201072458,139.70,60.96,145.36,0.00,0.000,0,0.0
1779201072497,139.77,61.05,145.39,0.00,0.000,0,0.0
1779201072536,139.78,61.12,145.38,0.00,0.000,0,0.0
1779201072561,139.76,61.07,145.38,0.00,0.000,0,0.0
1779201072592,139.71,61.07,145.34,0.00,0.000,0,0.0
1779201072628,139.78,61.15,145.36,0.00,0.000,0,0.0
1779201072663,139.80,61.28,145.35,0.00,0.000,0,0.0
1779201072695,139.87,61.47,145.36,0.00,0.000,0,0.0
1779201072732,139.90,61.67,145.33,0.00,0.000,0,0.0
1779201072763,139.93,61.87,145.30,0.00,0.000,0,0.0
1779201072793,139.99,62.05,145.32,0.00,0.000,0,0.0
1779201072824,139.99,62.17,145.30,0.00,0.000,0,0.0
1779201072856,140.07,62.28,145.34,0.00,0.000,0,0.0
1779201072897,140.10,62.41,145.34,0.00,0.000,0,0.0
1779201072929,140.09,62.55,145.29,0.00,0.000,0,0.0
1779201072954,140.15,62.68,145.31,0.00,0.000,0,0.0
1779201072998,140.09,62.48,145.34,0.00,0.000,0,0.0
1779201073030,139.88,61.73,145.35,0.00,0.000,0,0.0
1779201073061,139.72,60.98,145.40,0.00,0.000,0,0.0
1779201073091,139.59,60.57,145.38,0.00,0.000,0,0.0
1779201073129,139.55,60.47,145.37,0.00,0.000,0,0.0
1779201073161,139.56,60.48,145.37,0.00,0.000,0,0.0
1779201073190,139.59,60.47,145.38,0.00,0.000,0,0.0
1779201073226,139.58,60.41,145.40,0.00,0.000,0,0.0
1779201073274,139.64,60.48,145.43,0.00,0.000,0,0.0
1779201073301,139.62,60.57,145.37,0.00,0.000,0,0.0
1779201073332,139.61,60.52,145.38,0.00,0.000,0,0.0
1779201073361,139.64,60.55,145.38,0.00,0.000,0,0.0
1779201073399,139.65,60.61,145.38,0.00,0.000,0,0.0
1779201073475,139.73,60.91,145.37,0.00,0.000,0,0.0
1779201073497,139.79,61.18,145.35,0.00,0.000,0,0.0
1779201073521,139.84,61.37,145.35,0.00,0.000,0,0.0
1779201073561,139.86,61.60,145.32,0.00,0.000,0,0.0
1779201073596,139.95,61.78,145.33,0.00,0.000,0,0.0
1779201073631,139.99,61.95,145.33,0.00,0.000,0,0.0
1779201073659,140.03,62.09,145.33,0.00,0.000,0,0.0
1779201073694,140.09,62.23,145.33,0.00,0.000,0,0.0
1779201073726,140.11,62.41,145.31,0.00,0.000,0,0.0
1779201073756,140.16,62.59,145.31,0.00,0.000,0,0.0
1779201073793,140.14,62.37,145.36,0.00,0.000,0,0.0
1779201073825,139.96,61.65,145.38,0.00,0.000,0,0.0
1779201073866,139.75,60.89,145.41,0.00,0.000,0,0.0
1779201073895,139.66,60.51,145.43,0.00,0.000,0,0.0
1779201073930,139.63,60.39,145.43,0.00,0.000,0,0.0
1779201073968,139.61,60.35,145.42,0.00,0.000,0,0.0
1779201073993,139.55,60.21,145.42,0.00,0.000,0,0.0
1779201074078,140.37,61.01,145.65,0.00,0.000,0,0.0
1779201074098,140.54,61.13,145.78,0.00,0.000,0,0.0
1779201074186,140.48,61.15,145.70,0.00,0.000,0,0.0
1779201074200,140.49,61.20,145.70,0.00,0.000,0,0.0
1779201074224,140.52,61.33,145.70,0.00,0.000,0,0.0
1779201074259,140.54,61.50,145.67,0.00,0.000,0,0.0
1779201074296,140.59,61.71,145.65,0.00,0.000,0,0.0
1779201074325,140.64,61.93,145.63,0.00,0.000,0,0.0
1779201074360,140.68,62.12,145.62,0.00,0.000,0,0.0
1779201074438,140.70,62.32,145.61,0.00,0.000,0,0.0
1779201074462,140.75,62.45,145.61,0.00,0.000,0,0.0
1779201074537,140.85,62.78,145.61,0.00,0.000,0,0.0
1779201074561,140.94,63.02,145.61,0.00,0.000,0,0.0
1779201074594,140.94,63.20,145.58,0.00,0.000,0,0.0
1779201074621,140.75,62.76,145.57,0.00,0.000,0,0.0
1779201074656,140.51,61.96,145.59,0.00,0.000,0,0.0
1779201074692,140.31,61.28,145.60,0.00,0.000,0,0.0
1779201074724,140.22,61.01,145.60,0.00,0.000,0,0.0
1779201074774,140.27,60.99,145.63,0.00,0.000,0,0.0
1779201074798,140.27,60.96,145.62,0.00,0.000,0,0.0
1779201074835,140.63,61.16,145.77,0.00,0.000,0,0.0
1779201074861,140.82,61.24,145.84,0.00,0.000,0,0.0
1779201074892,140.88,61.34,145.88,0.00,0.000,0,0.0
1779201074925,140.88,61.41,145.86,0.00,0.000,0,0.0
1779201074968,140.86,61.41,145.85,0.00,0.000,0,0.0
1779201074996,140.81,61.37,145.83,0.00,0.000,0,0.0
1779201075028,140.83,61.45,145.83,0.00,0.000,0,0.0
1779201075083,140.85,61.62,145.80,0.00,0.000,0,0.0
1779201075108,140.87,61.78,145.78,0.00,0.000,0,0.0
1779201075171,141.00,62.15,145.79,0.00,0.000,0,0.0
1779201075196,141.05,62.38,145.76,0.00,0.000,0,0.0
1779201075224,141.09,62.53,145.76,0.00,0.000,0,0.0
1779201075278,141.13,62.67,145.77,0.00,0.000,0,0.0
1779201075296,141.17,62.80,145.77,0.00,0.000,0,0.0
1779201075326,141.12,62.89,145.73,0.00,0.000,0,0.0
1779201075358,141.16,63.05,145.73,0.00,0.000,0,0.0
1779201075394,141.11,63.05,145.69,0.00,0.000,0,0.0
1779201075425,140.93,62.61,145.68,0.00,0.000,0,0.0
1779201075473,140.71,61.87,145.70,0.00,0.000,0,0.0
1779201075494,140.58,61.31,145.74,0.00,0.000,0,0.0
1779201075533,140.52,61.08,145.74,0.00,0.000,0,0.0
1779201075556,140.53,61.05,145.75,0.00,0.000,0,0.0
1779201075603,140.59,61.05,145.76,0.00,0.000,0,0.0
1779201075624,140.63,61.05,145.80,0.00,0.000,0,0.0
1779201075660,140.66,61.16,145.79,0.00,0.000,0,0.0
1779201075696,140.70,61.31,145.77,0.00,0.000,0,0.0
1779201075728,140.75,61.35,145.80,0.00,0.000,0,0.0
1779201075755,140.72,61.34,145.78,0.00,0.000,0,0.0
1779201075798,140.72,61.38,145.78,0.00,0.000,0,0.0
1779201075829,140.76,61.53,145.77,0.00,0.000,0,0.0
1779201075875,140.82,61.70,145.78,0.00,0.000,0,0.0
1779201075894,140.88,61.93,145.75,0.00,0.000,0,0.0
1779201075924,140.98,62.17,145.78,0.00,0.000,0,0.0
1779201075957,141.05,62.36,145.81,0.00,0.000,0,0.0
1779201075996,141.08,62.55,145.77,0.00,0.000,0,0.0
1779201076027,141.11,62.69,145.76,0.00,0.000,0,0.0
1779201076059,141.14,62.77,145.77,0.00,0.000,0,0.0
1779201076099,141.14,62.93,145.74,0.00,0.000,0,0.0
1779201076125,141.15,63.07,145.71,0.00,0.000,0,0.0
1779201076158,141.22,63.27,145.71,0.00,0.000,0,0.0
1779201076202,141.26,63.44,145.69,0.00,0.000,0,0.0
1779201076228,141.15,63.21,145.71,0.00,0.000,0,0.0
1779201076263,140.86,62.41,145.72,0.00,0.000,0,0.0
1779201076305,140.61,61.64,145.71,0.00,0.000,0,0.0
1779201076322,140.55,61.31,145.74,0.00,0.000,0,0.0
1779201076368,140.54,61.23,145.74,0.00,0.000,0,0.0
1779201076393,140.62,61.20,145.79,0.00,0.000,0,0.0
1779201076423,140.57,61.12,145.77,0.00,0.000,0,0.0
1779201076466,140.57,61.07,145.78,0.00,0.000,0,0.0
1779201076492,140.59,61.16,145.77,0.00,0.000,0,0.0
1779201076536,140.60,61.22,145.76,0.00,0.000,0,0.0
1779201076559,140.65,61.27,145.77,0.00,0.000,0,0.0
1779201076599,140.65,61.30,145.77,0.00,0.000,0,0.0
1779201076628,140.68,61.43,145.75,0.00,0.000,0,0.0
1779201076660,140.72,61.56,145.76,0.00,0.000,0,0.0
1779201076689,140.78,61.77,145.75,0.00,0.000,0,0.0
1779201076732,140.84,62.01,145.74,0.00,0.000,0,0.0
1779201076766,140.92,62.23,145.75,0.00,0.000,0,0.0
1779201076795,140.96,62.41,145.74,0.00,0.000,0,0.0
1779201076822,141.00,62.54,145.73,0.00,0.000,0,0.0
1779201076859,141.06,62.72,145.75,0.00,0.000,0,0.0
1779201076898,141.11,62.84,145.76,0.00,0.000,0,0.0
1779201076930,141.12,62.99,145.75,0.00,0.000,0,0.0
1779201076969,141.18,63.17,145.74,0.00,0.000,0,0.0
1779201076996,141.24,63.38,145.74,0.00,0.000,0,0.0
1779201077023,141.28,63.58,145.73,0.00,0.000,0,0.0
1779201077061,141.22,63.60,145.69,0.00,0.000,0,0.0
1779201077094,141.08,63.13,145.71,0.00,0.000,0,0.0
1779201077130,140.78,62.28,145.70,0.00,0.000,0,0.0
1779201077164,140.67,61.70,145.75,0.00,0.000,0,0.0
1779201077194,140.65,61.47,145.76,0.00,0.000,0,0.0
1779201077227,140.64,61.43,145.76,0.00,0.000,0,0.0
1779201077259,140.69,61.40,145.79,0.00,0.000,0,0.0
1779201077293,140.68,61.31,145.79,0.00,0.000,0,0.0
1779201077332,140.71,61.39,145.78,0.00,0.000,0,0.0
1779201077403,140.76,61.57,145.78,0.00,0.000,0,0.0
1779201077431,140.74,61.64,145.76,0.00,0.000,0,0.0
1779201077513,140.74,61.74,145.74,0.00,0.000,0,0.0
1779201077529,140.79,61.88,145.74,0.00,0.000,0,0.0
1779201077607,140.86,62.19,145.73,0.00,0.000,0,0.0
1779201077632,140.97,62.45,145.74,0.00,0.000,0,0.0
1779201077700,141.04,62.66,145.74,0.00,0.000,0,0.0
1779201077731,141.03,62.84,145.71,0.00,0.000,0,0.0
1779201077799,141.08,63.01,145.71,0.00,0.000,0,0.0
1779201077828,141.11,63.19,145.70,0.00,0.000,0,0.0
1779201077902,141.15,63.50,145.66,0.00,0.000,0,0.0
1779201077929,141.16,63.63,145.64,0.00,0.000,0,0.0
1779201077977,141.00,63.24,145.64,0.00,0.000,0,0.0
1779201077991,140.65,62.27,145.64,0.00,0.000,0,0.0
1779201078022,140.45,61.64,145.62,0.00,0.000,0,0.0
1779201078056,140.34,61.37,145.58,0.00,0.000,0,0.0
1779201078088,140.29,61.26,145.58,0.00,0.000,0,0.0
1779201078122,140.35,61.21,145.62,0.00,0.000,0,0.0
1779201078166,140.31,61.09,145.62,0.00,0.000,0,0.0
1779201078192,140.34,61.07,145.63,0.00,0.000,0,0.0
1779201078229,140.39,61.15,145.65,0.00,0.000,0,0.0
1779201078260,140.41,61.17,145.66,0.00,0.000,0,0.0
1779201078292,140.37,61.15,145.63,0.00,0.000,0,0.0
1779201078331,140.34,61.13,145.63,0.00,0.000,0,0.0
1779201078357,140.37,61.22,145.62,0.00,0.000,0,0.0
1779201078392,140.37,61.31,145.61,0.00,0.000,0,0.0
1779201078426,140.42,61.52,145.59,0.00,0.000,0,0.0
1779201078464,140.42,61.71,145.54,0.00,0.000,0,0.0
1779201078496,140.49,61.92,145.55,0.00,0.000,0,0.0
1779201078524,140.52,62.10,145.53,0.00,0.000,0,0.0
1779201078559,140.57,62.25,145.54,0.00,0.000,0,0.0
1779201078594,140.60,62.35,145.52,0.00,0.000,0,0.0
1779201078625,140.60,62.43,145.52,0.00,0.000,0,0.0
1779201078661,140.64,62.62,145.50,0.00,0.000,0,0.0
1779201078695,140.66,62.78,145.49,0.00,0.000,0,0.0
1779201078729,140.77,63.02,145.51,0.00,0.000,0,0.0
1779201078758,140.81,63.16,145.52,0.00,0.000,0,0.0
1779201078797,140.74,62.95,145.54,0.00,0.000,0,0.0
1779201078826,140.49,62.18,145.54,0.00,0.000,0,0.0
1779201078862,140.28,61.44,145.57,0.00,0.000,0,0.0
1779201078889,140.16,61.12,145.54,0.00,0.000,0,0.0
1779201078934,140.15,61.07,145.54,0.00,0.000,0,0.0
1779201078961,140.13,61.08,145.53,0.00,0.000,0,0.0
1779201078989,140.17,61.06,145.54,0.00,0.000,0,0.0
1779201079023,140.14,61.09,145.50,0.00,0.000,0,0.0
1779201079063,140.21,61.18,145.53,0.00,0.000,0,0.0
1779201079093,140.28,61.25,145.56,0.00,0.000,0,0.0
1779201079132,140.27,61.19,145.57,0.00,0.000,0,0.0
1779201079155,140.25,61.16,145.57,0.00,0.000,0,0.0
1779201079196,140.26,61.23,145.56,0.00,0.000,0,0.0
1779201079229,140.28,61.40,145.53,0.00,0.000,0,0.0
1779201079259,140.34,61.59,145.53,0.00,0.000,0,0.0
1779201079293,140.38,61.83,145.50,0.00,0.000,0,0.0
1779201079326,140.43,62.00,145.50,0.00,0.000,0,0.0
1779201079357,140.45,62.15,145.50,0.00,0.000,0,0.0
1779201079394,140.47,62.28,145.48,0.00,0.000,0,0.0
1779201079430,140.49,62.41,145.46,0.00,0.000,0,0.0
1779201079464,140.54,62.56,145.48,0.00,0.000,0,0.0
1779201079494,140.58,62.73,145.47,0.00,0.000,0,0.0
1779201079536,140.63,62.92,145.45,0.00,0.000,0,0.0
1779201079557,140.74,63.09,145.49,0.00,0.000,0,0.0
1779201079593,140.66,62.86,145.50,0.00,0.000,0,0.0
1779201079629,140.43,62.10,145.52,0.00,0.000,0,0.0
1779201079662,140.27,61.42,145.57,0.00,0.000,0,0.0
1779201079694,140.19,61.07,145.57,0.00,0.000,0,0.0
1779201079726,140.21,61.03,145.58,0.00,0.000,0,0.0
1779201079756,140.23,60.97,145.63,0.00,0.000,0,0.0
1779201079790,140.34,60.94,145.68,0.00,0.000,0,0.0
1779201079819,140.42,61.00,145.71,0.00,0.000,0,0.0
