Timestamp(ms),isGoodSignal,filteredIntensity,rrIntervals_count,medianRrMs,rawBpm,filteredBpm
30,false,0.0,0,0.0,0.0,0.0
65,false,0.0,0,0.0,0.0,0.0
97,false,0.0,0,0.0,0.0,0.0
133,false,0.0,0,0.0,0.0,0.0
165,false,0.0,0,0.0,0.0,0.0
201,false,0.0,0,0.0,0.0,0.0
233,false,0.0,0,0.0,0.0,0.0
266,false,0.0,0,0.0,0.0,0.0
299,false,0.0,0,0.0,0.0,0.0
334,false,0.0,0,0.0,0.0,0.0
365,false,0.0,0,0.0,0.0,0.0
401,false,0.0,0,0.0,0.0,0.0
431,false,0.0,0,0.0,0.0,0.0
464,false,0.0,0,0.0,0.0,0.0
497,false,0.0,0,0.0,0.0,0.0
530,false,0.0,0,0.0,0.0,0.0
566,false,0.0,0,0.0,0.0,0.0
599,false,0.0,0,0.0,0.0,0.0
636,false,0.0,0,0.0,0.0,0.0
672,false,0.015531369699886,0,0.0,0.0,0.0
701,false,0.000907106503916566,0,0.0,0.0,0.0
740,false,-0.06283337239392495,0,0.0,0.0,0.0
770,true,-0.21489729389293188,0,0.0,0.0,0.0
802,false,-0.16283005997655664,0,0.0,0.0,0.0
834,false,-0.08499567023929444,0,0.0,0.0,0.0
872,true,0.30475733223309476,0,0.0,0.0,0.0
902,true,0.7511278625665341,0,0.0,0.0,0.0
937,true,1.1983556699199482,0,0.0,0.0,0.0
965,true,1.3986762249264189,0,0.0,0.0,0.0
1007,true,1.5715046544010818,0,0.0,0.0,0.0
1042,true,1.4529318402299225,0,0.0,0.0,0.0
1071,true,1.3283631958534272,0,0.0,0.0,0.0
1101,true,1.2414193071462023,0,0.0,0.0,0.0
1142,true,1.4371881309917,0,0.0,0.0,0.0
1167,true,1.6706906464065412,0,0.0,0.0,0.0
1206,true,1.910588013831756,0,0.0,0.0,0.0
1238,true,2.169875730153251,0,0.0,0.0,0.0
1276,true,2.1230416303017137,0,0.0,0.0,0.0
1302,true,1.7781361252332317,0,0.0,0.0,0.0
1337,true,1.4322776527328926,0,0.0,0.0,0.0
1371,true,1.0901348214551376,0,0.0,0.0,0.0
1406,true,0.7953631609514957,0,0.0,0.0,0.0
1436,true,0.8089742868937435,0,0.0,0.0,0.0
