Timestamp(ms),isGoodSignal,filteredIntensity,rrIntervals_count,medianRrMs,rawBpm,filteredBpm
19,true,-0.4170534278539151,0,0.0,0.0,0.0
51,true,-0.40124788443614534,0,0.0,0.0,0.0
88,true,-0.3825818187571599,0,0.0,0.0,0.0
118,true,-0.3752283376318246,0,0.0,0.0,0.0
149,true,-0.3650108611102496,0,0.0,0.0,0.0
184,true,-0.3259415187329182,0,0.0,0.0,0.0
216,true,-0.286813212610582,0,0.0,0.0,0.0
249,true,-0.30320796725112587,0,0.0,0.0,0.0
283,true,-0.3671120327195183,0,0.0,0.0,0.0
317,true,-0.4741474787160769,0,0.0,0.0,0.0
350,true,-0.6120535894579291,1,833.3333333333334,72.0,0.0
383,true,-0.7585526242671676,1,833.3333333333334,72.0,0.0
416,true,-0.8535836234767658,1,833.3333333333334,72.0,0.0
450,true,-0.8912042455206972,1,833.3333333333334,72.0,0.0
486,true,-0.9052754289572533,1,833.3333333333334,72.0,0.0
518,true,-0.9041058058338649,1,833.3333333333334,72.0,0.0
556,true,-0.898328363053821,1,833.3333333333334,72.0,0.0
590,true,-0.8898876193355818,1,833.3333333333334,72.0,0.0
622,true,-0.8833107972255902,1,833.3333333333334,72.0,0.0
651,true,-0.8441136089593329,1,833.3333333333334,72.0,0.0
692,true,-0.7952273458838874,1,833.3333333333334,72.0,0.0
728,true,-0.7285567286297976,1,833.3333333333334,72.0,0.0
757,true,-0.6537036136363099,1,833.3333333333334,72.0,0.0
790,true,-0.5717025232669073,1,833.3333333333334,72.0,0.0
827,true,-0.4907515155612714,1,833.3333333333334,72.0,0.0
853,true,-0.4149940947648645,1,833.3333333333334,72.0,0.0
888,true,-0.3606889212404667,1,833.3333333333334,72.0,0.0
922,true,-0.3256706633980002,1,833.3333333333334,72.0,0.0
956,true,-0.31006191489586854,1,833.3333333333334,72.0,0.0
990,true,-0.3095835336217192,1,833.3333333333334,72.0,0.0
1025,true,-0.32742119218724497,2,833.3333333333334,72.0,0.0
1053,true,-0.3375002691500981,2,833.3333333333334,72.0,0.0
1089,true,-0.3545231434944185,2,833.3333333333334,72.0,0.0
1120,true,-0.4112172534780427,2,833.3333333333334,72.0,0.0
1152,true,-0.5424619143221605,2,833.3333333333334,72.0,0.0
1187,true,-0.7022919842035265,2,833.3333333333334,72.0,0.0
1220,true,-0.8777853217142706,2,833.3333333333334,72.0,0.0
1257,true,-1.0419852627630632,2,833.3333333333334,72.0,0.0
1291,true,-1.160642589175069,2,833.3333333333334,72.0,0.0
1319,true,-1.208885983313138,2,833.3333333333334,72.0,0.0
1355,true,-1.2177711863355967,2,833.3333333333334,72.0,0.0
1390,true,-1.2153847460788256,2,833.3333333333334,72.0,0.0
1426,true,-1.2140769134681477,2,833.3333333333334,72.0,0.0
1457,true,-1.1973868150539317,2,833.3333333333334,72.0,0.0
1488,true,-1.1711677591869716,2,833.3333333333334,72.0,0.0
1523,true,-1.138409275680857,2,833.3333333333334,72.0,0.0
1553,true,-1.0978569640839737,2,833.3333333333334,72.0,0.0
1589,true,-1.0457225716633332,2,833.3333333333334,72.0,0.0
1623,true,-0.9921919682318787,2,833.3333333333334,72.0,0.0
1654,true,-0.9179257750212741,2,833.3333333333334,72.0,0.0
1689,true,-0.8439410139809809,2,833.3333333333334,72.0,0.0
1721,true,-0.7735918584998842,2,833.3333333333334,72.0,0.0
1754,true,-0.7040937696765184,2,833.3333333333334,72.0,0.0
1790,true,-0.6391393835300789,2,833.3333333333334,72.0,0.0
1819,true,-0.5945223616480746,2,833.3333333333334,72.0,0.0
1856,true,-0.5527209290802091,2,833.3333333333334,72.0,0.0
1885,true,-0.5096993657528515,2,833.3333333333334,72.0,0.0
1920,true,-0.5023567163341625,2,833.3333333333334,72.0,0.0
1951,true,-0.556518910172997,3,833.3333333333334,72.0,0.0
1984,true,-0.6513634542809541,3,833.3333333333334,72.0,0.0
2021,true,-0.7523450097793614,3,833.3333333333334,72.0,0.0
2055,true,-0.8521302143302876,3,833.3333333333334,72.0,0.0
2083,true,-0.9241217386620519,3,833.3333333333334,72.0,0.0
2121,true,-0.9391215029949933,3,833.3333333333334,72.0,0.0
2150,true,-0.9101079797871137,3,833.3333333333334,72.0,0.0
2185,true,-0.8772804235885019,3,833.3333333333334,72.0,0.0
2221,true,-0.8558539758577126,3,833.3333333333334,72.0,0.0
2256,true,-0.8439678949742131,3,833.3333333333334,72.0,0.0
2290,true,-0.830629397832837,3,833.3333333333334,72.0,0.0
2324,true,-0.8148084380826788,3,833.3333333333334,72.0,0.0
2350,true,-0.7908794742888006,3,833.3333333333334,72.0,0.0
2386,true,-0.754858664239805,3,833.3333333333334,72.0,0.0
2415,true,-0.6975866615330801,3,833.3333333333334,72.0,0.0
2455,true,-0.626742412947948,3,833.3333333333334,72.0,0.0
2482,true,-0.553277877083417,3,833.3333333333334,72.0,0.0
2520,true,-0.4871088339920391,3,833.3333333333334,72.0,0.0
2551,true,-0.4268402494586212,3,833.3333333333334,72.0,0.0
2588,true,-0.37600336186164895,3,833.3333333333334,72.0,0.0
2620,true,-0.3285433564493303,3,833.3333333333334,72.0,0.0
2648,true,-0.284116422361933,3,833.3333333333334,72.0,0.0
2682,true,-0.2730066674861007,3,833.3333333333334,72.0,0.0
2722,true,-0.33656787700053314,4,833.3333333333334,72.0,0.0
2755,true,-0.45755042600228535,4,833.3333333333334,72.0,72.0
2787,true,-0.6092974764709709,4,833.3333333333334,72.0,72.0
2819,true,-0.7688174461562198,4,833.3333333333334,72.0,72.0
2853,true,-0.8989254940255194,4,833.3333333333334,72.0,72.0
2889,true,-0.9662403916198627,4,833.3333333333334,72.0,72.0
2925,true,-0.9847639270031152,4,833.3333333333334,72.0,72.0
2954,true,-0.9867411917735183,4,833.3333333333334,72.0,72.0
2989,true,-0.988050904636367,4,833.3333333333334,72.0,72.0
3018,true,-0.9817037089912048,4,833.3333333333334,72.0,72.0
3050,true,-0.9659339848579123,4,833.3333333333334,72.0,72.0
3083,true,-0.9365730747578311,4,833.3333333333334,72.0,72.0
3119,true,-0.9036729714397609,4,833.3333333333334,72.0,72.0
3153,true,-0.8636287955444573,4,833.3333333333334,72.0,72.0
3186,true,-0.8199155570681853,4,833.3333333333334,72.0,72.0
3218,true,-0.7640881055488364,4,833.3333333333334,72.0,72.0
3252,true,-0.7091890171574278,4,833.3333333333334,72.0,72.0
3286,true,-0.6527138005635607,4,833.3333333333334,72.0,72.0
3321,true,-0.5991493014231537,4,833.3333333333334,72.0,72.0
3352,true,-0.5573251227298783,4,833.3333333333334,72.0,72.0
3394,true,-0.5270015631497529,4,833.3333333333334,72.0,72.0
3420,true,-0.499782638651908,4,833.3333333333334,72.0,72.0
3455,true,-0.48708290350660377,4,833.3333333333334,72.0,72.0
3483,true,-0.5353731199592175,4,766.6666666666667,78.26086956521738,72.0
3523,true,-0.6552883603060877,4,766.6666666666667,78.26086956521738,72.62608695652173
