Time(ms),Raw_R,Raw_G,Raw_B,StdDev,V1_Norm,Peak_Diff,Calculated_BPM
1779237966091,122.08,31.05,128.80,0.24,0.005,0,0.0
1779237966119,121.98,31.03,128.79,0.22,0.004,0,0.0
1779237966149,121.96,31.02,128.79,0.20,0.004,0,0.0
1779237966180,121.83,30.99,128.80,0.20,0.004,0,0.0
1779237966216,121.84,31.00,128.79,0.21,0.003,0,0.0
1779237966247,121.73,30.98,128.80,0.22,0.003,0,0.0
1779237966281,121.76,30.99,128.79,0.23,0.003,0,0.0
1779237966323,121.80,31.00,128.79,0.24,0.003,0,0.0
1779237966354,121.82,31.00,128.80,0.24,0.004,0,0.0
1779237966384,121.83,31.00,128.80,0.25,0.003,0,0.0
1779237966417,121.81,31.00,128.80,0.25,0.004,0,0.0
1779237966446,121.77,30.99,128.80,0.26,0.004,0,0.0
1779237966486,121.82,31.00,128.79,0.27,0.004,0,0.0
1779237966514,121.88,31.01,128.80,0.27,0.005,0,0.0
1779237966550,121.95,31.02,128.80,0.27,0.004,0,0.0
1779237966587,121.97,31.02,128.79,0.27,0.005,0,0.0
1779237966616,122.02,31.03,128.79,0.27,0.005,0,0.0
1779237966651,122.04,31.04,128.80,0.27,0.005,0,0.0
1779237966683,122.06,31.05,128.80,0.27,0.005,0,0.0
1779237966713,122.18,31.08,128.80,0.27,0.006,0,0.0
1779237966747,122.23,31.08,128.80,0.26,0.006,0,0.0
1779237966784,122.24,31.08,128.80,0.26,0.006,0,0.0
1779237966822,122.25,31.09,128.80,0.26,0.006,0,0.0
1779237966848,122.29,31.09,128.80,0.25,0.005,0,0.0
1779237966883,122.36,31.11,128.80,0.25,0.005,0,0.0
1779237966916,122.29,31.10,128.80,0.25,0.005,0,0.0
1779237966953,122.11,31.06,128.80,0.23,0.004,0,0.0
1779237966999,121.83,31.00,128.79,0.21,0.003,0,0.0
1779237967016,121.67,30.96,128.80,0.20,0.002,0,0.0
1779237967090,121.73,30.99,128.80,0.20,0.001,0,0.0
1779237967119,121.72,30.98,128.80,0.20,0.001,0,0.0
1779237967202,122.26,31.11,128.80,0.21,0.003,0,0.0
1779237967217,122.33,31.12,128.81,0.22,0.004,0,0.0
1779237967306,122.33,31.13,128.81,0.23,0.005,0,0.0
1779237967327,122.35,31.13,128.81,0.23,0.005,0,0.0
1779237967382,122.41,31.14,128.81,0.24,0.005,0,0.0
1779237967417,122.48,31.15,128.81,0.25,0.005,0,0.0
1779237967449,122.53,31.16,128.80,0.25,0.005,0,0.0
1779237967486,122.60,31.18,128.80,0.27,0.005,0,0.0
1779237967513,122.64,31.19,128.81,0.28,0.005,0,0.0
1779237967549,122.68,31.19,128.80,0.29,0.005,0,0.0
1779237967580,122.70,31.18,128.80,0.29,0.005,0,0.0
1779237967620,122.74,31.20,128.79,0.30,0.005,0,0.0
1779237967652,122.95,31.25,128.80,0.32,0.005,0,0.0
1779237967685,122.97,31.26,128.79,0.34,0.006,0,0.0
1779237967719,122.98,31.25,128.80,0.35,0.006,0,0.0
1779237967747,123.02,31.26,128.80,0.37,0.006,0,0.0
1779237967782,122.84,31.22,128.79,0.38,0.005,0,0.0
1779237967855,122.75,31.19,128.80,0.38,0.004,0,0.0
1779237967884,122.13,31.04,128.78,0.38,0.002,0,0.0
1779237967974,121.91,31.01,128.79,0.39,0.000,0,0.0
1779237967990,121.88,31.01,128.79,0.40,0.000,0,0.0
1779237968059,121.73,30.98,128.80,0.41,0.000,0,0.0
1779237968086,122.24,31.10,128.80,0.41,0.001,0,0.0
1779237968120,122.33,31.12,128.81,0.41,0.003,0,0.0
1779237968148,122.37,31.13,128.80,0.41,0.003,0,0.0
1779237968189,122.45,31.14,128.80,0.41,0.004,0,0.0
1779237968219,122.47,31.14,128.80,0.40,0.004,0,0.0
1779237968262,122.47,31.14,128.80,0.37,0.005,0,0.0
1779237968287,122.49,31.15,128.80,0.35,0.005,0,0.0
1779237968369,122.51,31.15,128.80,0.32,0.005,0,0.0
1779237968389,122.57,31.18,128.80,0.32,0.005,0,0.0
1779237968461,122.64,31.19,128.81,0.32,0.005,0,0.0
1779237968491,122.65,31.18,128.80,0.32,0.005,0,0.0
1779237968560,122.72,31.20,128.80,0.32,0.005,0,0.0
1779237968593,122.76,31.21,128.80,0.32,0.005,0,0.0
1779237968620,122.81,31.21,128.80,0.32,0.006,0,0.0
1779237968651,122.97,31.26,128.80,0.33,0.006,0,0.0
1779237968688,123.01,31.26,128.80,0.34,0.006,0,0.0
1779237968722,123.04,31.26,128.80,0.35,0.006,0,0.0
1779237968750,122.93,31.24,128.80,0.36,0.006,0,0.0
1779237968786,121.82,30.96,128.78,0.38,0.003,0,0.0
1779237968818,121.88,31.02,128.80,0.40,0.001,0,0.0
1779237968856,121.70,30.97,128.80,0.42,0.000,0,0.0
1779237968893,121.77,31.00,128.80,0.43,0.000,0,0.0
1779237968921,122.33,31.12,128.80,0.42,0.001,0,0.0
1779237968975,122.40,31.14,128.81,0.41,0.003,0,0.0
1779237968984,122.41,31.14,128.81,0.40,0.004,0,0.0
1779237969065,122.46,31.14,128.80,0.40,0.005,0,0.0
1779237969091,122.50,31.15,128.80,0.39,0.005,0,0.0
1779237969119,122.47,31.14,128.81,0.38,0.005,0,0.0
1779237969160,122.48,31.15,128.80,0.37,0.005,0,0.0
1779237969196,122.47,31.14,128.80,0.34,0.005,0,0.0
1779237969216,122.57,31.17,128.80,0.34,0.005,0,0.0
1779237969260,122.66,31.19,128.80,0.34,0.006,0,0.0
1779237969288,122.73,31.19,128.80,0.34,0.006,0,0.0
1779237969323,122.77,31.20,128.80,0.34,0.006,0,0.0
1779237969358,122.96,31.25,128.79,0.35,0.007,0,0.0
1779237969391,123.01,31.25,128.79,0.36,0.007,0,0.0
1779237969422,123.03,31.25,128.79,0.37,0.007,0,0.0
1779237969456,123.06,31.25,128.79,0.38,0.007,0,0.0
1779237969491,123.04,31.25,128.79,0.39,0.007,0,0.0
1779237969519,123.07,31.26,128.79,0.40,0.007,0,0.0
1779237969560,122.46,31.09,128.78,0.40,0.005,0,0.0
1779237969586,122.49,31.12,128.79,0.40,0.004,0,0.0
1779237969622,122.28,31.08,128.79,0.41,0.003,0,0.0
1779237969657,122.00,31.02,128.80,0.42,0.002,0,0.0
1779237969687,121.98,31.03,128.80,0.42,0.001,0,0.0
1779237969730,121.82,30.99,128.79,0.43,0.001,0,0.0
1779237969758,121.88,31.02,128.79,0.43,0.000,0,0.0
1779237969796,121.76,30.98,128.79,0.44,0.001,0,0.0
1779237969823,121.78,30.99,128.79,0.44,0.001,0,0.0
1779237969859,121.82,31.00,128.79,0.45,0.001,0,0.0
1779237969887,121.86,31.01,128.80,0.44,0.002,0,0.0
1779237969964,121.91,31.02,128.80,0.43,0.003,0,0.0
1779237969992,121.91,31.02,128.80,0.44,0.003,0,0.0
1779237970065,121.96,31.03,128.80,0.45,0.004,0,0.0
1779237970088,122.06,31.05,128.80,0.45,0.004,0,0.0
1779237970166,122.20,31.08,128.80,0.45,0.005,0,0.0
1779237970199,122.41,31.12,128.80,0.45,0.006,0,0.0
1779237970218,122.45,31.13,128.79,0.45,0.006,0,0.0
1779237970250,122.45,31.12,128.80,0.45,0.006,0,0.0
1779237970286,122.49,31.13,128.80,0.45,0.006,0,0.0
1779237970317,122.48,31.13,128.80,0.45,0.007,0,0.0
1779237970352,122.53,31.14,128.80,0.45,0.006,0,0.0
1779237970384,122.72,31.17,128.78,0.45,0.006,0,0.0
1779237970464,122.77,31.18,128.78,0.45,0.007,0,0.0
1779237970492,122.67,31.16,128.78,0.44,0.007,0,0.0
1779237970554,122.17,31.05,128.80,0.42,0.004,0,0.0
1779237970589,122.09,31.05,128.80,0.40,0.003,0,0.0
1779237970618,122.11,31.05,128.80,0.37,0.003,0,0.0
1779237970647,121.99,31.03,128.80,0.34,0.003,0,0.0
1779237970681,122.02,31.03,128.80,0.31,0.003,0,0.0
1779237970713,122.08,31.05,128.80,0.30,0.003,0,0.0
1779237970746,122.09,31.06,128.80,0.30,0.003,0,0.0
1779237970781,122.14,31.07,128.81,0.30,0.003,0,0.0
1779237970819,122.18,31.08,128.80,0.29,0.004,0,0.0
1779237970851,122.22,31.08,128.80,0.29,0.004,0,0.0
1779237970883,122.25,31.09,128.80,0.29,0.004,0,0.0
1779237970933,122.26,31.09,128.80,0.28,0.005,0,0.0
1779237970959,122.29,31.09,128.80,0.27,0.005,0,0.0
1779237971002,122.31,31.09,128.80,0.26,0.005,0,0.0
1779237971023,122.37,31.11,128.80,0.24,0.005,0,0.0
1779237971052,122.41,31.12,128.80,0.23,0.005,0,0.0
1779237971097,122.44,31.12,128.80,0.23,0.005,0,0.0
1779237971118,122.45,31.13,128.80,0.22,0.005,0,0.0
1779237971161,122.49,31.13,128.80,0.21,0.006,0,0.0
1779237971188,122.66,31.18,128.79,0.21,0.006,0,0.0
1779237971225,122.68,31.18,128.78,0.22,0.006,0,0.0
1779237971266,122.68,31.17,128.79,0.23,0.006,0,0.0
1779237971294,122.70,31.18,128.79,0.24,0.006,0,0.0
1779237971314,122.75,31.19,128.79,0.25,0.006,0,0.0
1779237971361,122.80,31.20,128.79,0.26,0.006,0,0.0
1779237971397,122.81,31.20,128.78,0.27,0.006,0,0.0
1779237971423,122.67,31.18,128.79,0.27,0.006,0,0.0
1779237971458,122.47,31.13,128.79,0.26,0.005,0,0.0
1779237971490,122.04,31.06,128.79,0.26,0.003,0,0.0
1779237971525,121.89,31.03,128.81,0.27,0.002,0,0.0
1779237971552,122.02,31.06,128.81,0.28,0.002,0,0.0
1779237971583,121.93,31.05,128.81,0.28,0.002,0,0.0
1779237971622,121.98,31.05,128.81,0.29,0.002,0,0.0
1779237971654,122.06,31.07,128.81,0.28,0.002,0,0.0
1779237971682,122.10,31.07,128.81,0.28,0.003,0,0.0
1779237971720,122.15,31.08,128.81,0.28,0.003,0,0.0
1779237971758,122.19,31.09,128.81,0.28,0.004,0,0.0
1779237971791,122.20,31.09,128.81,0.28,0.004,0,0.0
1779237971830,122.20,31.09,128.82,0.28,0.004,0,0.0
1779237971862,122.21,31.10,128.82,0.28,0.004,0,0.0
1779237971886,122.23,31.11,128.82,0.28,0.004,0,0.0
1779237971918,122.28,31.12,128.82,0.28,0.005,0,0.0
1779237971947,122.31,31.13,128.83,0.28,0.005,0,0.0
1779237971990,122.31,31.14,128.83,0.28,0.005,0,0.0
1779237972023,122.35,31.14,128.83,0.28,0.005,0,0.0
1779237972047,122.54,31.17,128.81,0.28,0.005,0,0.0
1779237972084,122.58,31.19,128.81,0.28,0.006,0,0.0
1779237972132,122.57,31.18,128.80,0.28,0.006,0,0.0
1779237972149,122.62,31.19,128.81,0.29,0.006,0,0.0
1779237972183,122.64,31.20,128.81,0.28,0.006,0,0.0
1779237972220,122.66,31.20,128.81,0.28,0.006,0,0.0
1779237972249,122.68,31.20,128.81,0.28,0.006,0,0.0
1779237972286,122.68,31.20,128.81,0.28,0.006,0,0.0
1779237972317,122.63,31.19,128.80,0.28,0.006,0,0.0
1779237972354,122.17,31.09,128.80,0.27,0.004,0,0.0
1779237972393,121.96,31.05,128.81,0.26,0.003,0,0.0
1779237972414,121.92,31.05,128.81,0.26,0.003,0,0.0
1779237972449,121.86,31.04,128.82,0.27,0.002,0,0.0
1779237972487,122.01,31.07,128.82,0.27,0.001,0,0.0
1779237972519,121.93,31.06,128.82,0.27,0.002,0,0.0
1779237972561,121.95,31.07,128.82,0.27,0.002,0,0.0
1779237972589,122.04,31.09,128.83,0.27,0.002,0,0.0
1779237972625,122.10,31.10,128.83,0.27,0.003,0,0.0
1779237972657,122.12,31.10,128.83,0.26,0.003,0,0.0
1779237972689,122.14,31.10,128.83,0.26,0.003,0,0.0
1779237972727,122.15,31.11,128.83,0.26,0.004,0,0.0
1779237972754,122.19,31.11,128.83,0.26,0.004,0,0.0
1779237972782,122.25,31.13,128.83,0.26,0.004,0,0.0
1779237972820,122.29,31.13,128.83,0.26,0.004,0,0.0
1779237972849,122.33,31.14,128.83,0.26,0.004,0,0.0
1779237972889,122.42,31.16,128.82,0.26,0.005,0,0.0
1779237972916,122.61,31.19,128.81,0.27,0.006,0,0.0
1779237972947,122.65,31.20,128.81,0.28,0.006,0,0.0
1779237972979,122.67,31.21,128.81,0.28,0.006,0,0.0
1779237973025,122.71,31.21,128.81,0.29,0.006,0,0.0
1779237973049,122.73,31.22,128.81,0.30,0.006,0,0.0
1779237973084,122.74,31.22,128.81,0.31,0.006,0,0.0
1779237973127,122.91,31.27,128.80,0.32,0.006,0,0.0
1779237973156,122.77,31.25,128.81,0.33,0.006,0,0.0
1779237973192,122.53,31.19,128.81,0.32,0.005,0,0.0
1779237973211,122.26,31.12,128.81,0.32,0.005,0,0.0
1779237973246,122.12,31.08,128.81,0.31,0.002,0,0.0
1779237973296,122.07,31.07,128.80,0.31,0.001,0,0.0
1779237973316,121.97,31.06,128.81,0.31,0.001,0,0.0
1779237973354,122.15,31.10,128.82,0.31,0.001,0,0.0
1779237973389,122.24,31.12,128.82,0.30,0.002,0,0.0
1779237973422,122.23,31.12,128.82,0.30,0.002,0,0.0
1779237973455,122.11,31.09,128.82,0.29,0.002,0,0.0
1779237973486,122.14,31.10,128.82,0.28,0.002,0,0.0
1779237973526,122.18,31.11,128.83,0.27,0.002,0,0.0
1779237973574,122.20,31.11,128.82,0.27,0.002,0,0.0
1779237973583,122.22,31.13,128.83,0.26,0.002,0,0.0
1779237973669,122.31,31.15,128.83,0.26,0.003,0,0.0
1779237973687,122.40,31.16,128.83,0.25,0.003,0,0.0
1779237973759,122.51,31.18,128.82,0.25,0.004,0,0.0
1779237973781,122.68,31.20,128.81,0.25,0.004,0,0.0
1779237973817,122.73,31.21,128.80,0.26,0.005,0,0.0
1779237973851,122.48,31.16,128.81,0.26,0.005,0,0.0
1779237973888,122.43,31.15,128.81,0.26,0.004,0,0.0
1779237973914,122.53,31.17,128.80,0.26,0.004,0,0.0
1779237973947,122.41,31.17,128.81,0.26,0.004,0,0.0
1779237973983,122.39,31.17,128.81,0.25,0.003,0,0.0
1779237974031,122.41,31.19,128.80,0.25,0.003,0,0.0
1779237974055,122.31,31.16,128.80,0.25,0.003,0,0.0
1779237974078,122.06,31.07,128.80,0.25,0.003,0,0.0
1779237974117,121.37,30.89,128.78,0.30,0.001,0,0.0
1779237974164,121.31,30.90,128.78,0.34,0.000,0,0.0
1779237974183,121.23,30.89,128.79,0.37,0.000,0,0.0
1779237974258,122.57,31.13,128.79,0.36,0.005,0,0.0
1779237974289,122.42,31.14,128.81,0.36,0.005,0,0.0
1779237974325,122.49,31.16,128.82,0.36,0.007,0,0.0
1779237974351,122.50,31.16,128.82,0.37,0.007,0,0.0
1779237974379,122.53,31.17,128.82,0.37,0.007,0,0.0
1779237974419,122.57,31.18,128.82,0.37,0.007,0,0.0
1779237974454,122.59,31.18,128.83,0.37,0.008,0,0.0
1779237974484,122.55,31.18,128.81,0.38,0.007,0,0.0
1779237974516,122.59,31.19,128.82,0.38,0.007,0,0.0
1779237974549,122.63,31.20,128.82,0.38,0.007,0,0.0
1779237974581,122.68,31.21,128.81,0.39,0.007,0,0.0
1779237974627,122.74,31.22,128.81,0.39,0.007,0,0.0
1779237974647,122.95,31.26,128.80,0.40,0.007,0,0.0
1779237974680,122.97,31.26,128.80,0.42,0.008,0,0.0
1779237974716,123.00,31.27,128.80,0.43,0.008,0,0.0
1779237974751,123.03,31.27,128.80,0.44,0.008,0,0.0
1779237974791,123.05,31.28,128.80,0.46,0.008,0,0.0
1779237974821,123.08,31.28,128.80,0.47,0.008,0,0.0
1779237974860,122.47,31.12,128.79,0.47,0.006,0,0.0
1779237974884,122.46,31.14,128.79,0.47,0.006,0,0.0
1779237974912,122.46,31.16,128.80,0.47,0.005,0,0.0
1779237974950,122.28,31.13,128.80,0.47,0.004,0,0.0
1779237974986,121.96,31.04,128.80,0.48,0.003,0,0.0
1779237975019,121.69,30.99,128.80,0.50,0.002,0,0.0
1779237975065,121.63,30.98,128.80,0.52,0.000,0,0.0
1779237975078,121.53,30.96,128.81,0.54,0.000,0,0.0
1779237975118,121.56,30.98,128.82,0.56,0.000,0,0.0
1779237975148,121.62,31.00,128.81,0.54,0.000,0,0.0
1779237975188,121.68,31.01,128.82,0.52,0.001,0,0.0
1779237975218,121.73,31.02,128.82,0.49,0.002,0,0.0
1779237975261,121.75,31.02,128.82,0.51,0.003,0,0.0
1779237975294,121.77,31.03,128.82,0.52,0.003,0,0.0
1779237975322,121.78,31.02,128.82,0.53,0.003,0,0.0
1779237975361,121.77,31.02,128.82,0.54,0.004,0,0.0
1779237975386,121.79,31.03,128.82,0.54,0.004,0,0.0
1779237975415,121.82,31.04,128.83,0.55,0.004,0,0.0
1779237975461,121.87,31.05,128.83,0.55,0.005,0,0.0
1779237975484,121.92,31.07,128.83,0.55,0.005,0,0.0
1779237975516,121.93,31.08,128.83,0.54,0.005,0,0.0
1779237975548,121.97,31.08,128.83,0.54,0.005,0,0.0
1779237975599,122.16,31.11,128.82,0.53,0.006,0,0.0
1779237975622,122.18,31.11,128.81,0.52,0.006,0,0.0
1779237975650,122.18,31.11,128.82,0.49,0.006,0,0.0
1779237975677,122.18,31.11,128.82,0.47,0.007,0,0.0
1779237975709,122.19,31.11,128.82,0.43,0.007,0,0.0
1779237975751,122.21,31.12,128.82,0.39,0.007,0,0.0
1779237975786,122.23,31.12,128.81,0.34,0.007,0,0.0
1779237975817,122.15,31.10,128.81,0.28,0.006,0,0.0
1779237975850,121.85,31.04,128.82,0.26,0.005,0,0.0
1779237975884,121.66,31.00,128.81,0.25,0.005,0,0.0
1779237975926,121.62,30.97,128.82,0.23,0.003,0,0.0
1779237975951,121.66,30.98,128.81,0.22,0.003,0,0.0
1779237975979,122.34,31.10,128.80,0.24,0.004,0,0.0
1779237976015,122.41,31.14,128.81,0.25,0.006,0,0.0
1779237976061,122.46,31.14,128.81,0.27,0.007,0,0.0
1779237976078,122.50,31.15,128.80,0.28,0.007,0,0.0
1779237976110,122.55,31.15,128.80,0.29,0.008,0,0.0
1779237976150,122.60,31.16,128.80,0.30,0.008,0,0.0
1779237976195,122.62,31.16,128.80,0.31,0.008,0,0.0
1779237976224,122.64,31.16,128.80,0.32,0.008,0,0.0
1779237976257,122.67,31.18,128.79,0.33,0.008,0,0.0
1779237976287,122.75,31.18,128.80,0.34,0.008,0,0.0
1779237976315,122.82,31.21,128.79,0.35,0.008,0,0.0
1779237976343,122.94,31.23,128.79,0.37,0.008,0,0.0
1779237976389,122.94,31.22,128.78,0.38,0.008,0,0.0
1779237976415,122.96,31.22,128.77,0.39,0.008,0,0.0
1779237976465,122.74,31.18,128.77,0.39,0.007,0,0.0
1779237976486,122.68,31.15,128.77,0.39,0.007,0,0.0
1779237976524,122.81,31.18,128.77,0.39,0.006,0,0.0
1779237976551,122.70,31.18,128.77,0.39,0.006,0,0.0
1779237976584,122.63,31.17,128.77,0.38,0.006,0,0.0
1779237976617,122.94,32.94,128.88,0.39,0.006,0,0.0
1779237976653,122.83,32.82,128.87,0.39,0.006,0,0.0
1779237976688,122.47,32.25,128.85,0.39,0.006,0,0.0
1779237976717,122.03,31.31,128.79,0.40,0.005,0,0.0
1779237976747,121.90,31.16,128.79,0.41,0.003,0,0.0
1779237976796,121.84,30.97,128.77,0.42,0.001,0,0.0
1779237976814,121.83,30.97,128.78,0.43,0.001,0,0.0
1779237976863,121.73,30.97,128.78,0.44,0.001,0,0.0
1779237976889,121.87,31.00,128.79,0.43,0.001,0,0.0
1779237976925,121.83,30.99,128.78,0.41,0.002,0,0.0
1779237976950,121.88,31.00,128.78,0.40,0.002,0,0.0
1779237976987,121.92,31.00,128.79,0.41,0.003,0,0.0
1779237977014,121.92,31.01,128.79,0.42,0.003,0,0.0
1779237977068,121.92,31.00,128.79,0.43,0.004,0,0.0
1779237977086,121.92,31.01,128.79,0.44,0.004,0,0.0
1779237977112,121.97,31.02,128.79,0.45,0.004,0,0.0
1779237977153,122.07,31.04,128.79,0.45,0.005,0,0.0
1779237977187,122.32,31.08,128.78,0.45,0.005,0,0.0
1779237977214,122.39,31.09,128.78,0.44,0.006,0,0.0
1779237977263,122.43,31.10,128.78,0.44,0.007,0,0.0
1779237977284,122.49,31.11,128.77,0.43,0.007,0,0.0
1779237977316,122.54,31.12,128.77,0.42,0.007,0,0.0
1779237977354,122.56,31.12,128.77,0.41,0.007,0,0.0
1779237977386,122.69,31.15,128.76,0.40,0.008,0,0.0
1779237977412,122.58,31.14,128.76,0.38,0.008,0,0.0
1779237977465,122.56,31.14,128.77,0.38,0.007,0,0.0
1779237977487,122.53,31.13,128.77,0.37,0.007,0,0.0
1779237977561,122.02,30.99,128.76,0.36,0.005,0,0.0
1779237977587,121.86,30.96,128.77,0.36,0.003,0,0.0
1779237977614,121.83,30.95,128.77,0.36,0.003,0,0.0
1779237977646,121.84,30.96,128.77,0.33,0.003,0,0.0
1779237977691,121.73,30.95,128.77,0.32,0.002,0,0.0
1779237977722,121.87,30.98,128.78,0.31,0.002,0,0.0
1779237977753,121.98,31.01,128.78,0.31,0.003,0,0.0
1779237977784,122.04,31.01,128.78,0.31,0.003,0,0.0
1779237977818,121.91,30.98,128.78,0.31,0.004,0,0.0
1779237977854,121.93,30.99,128.78,0.31,0.004,0,0.0
1779237977885,121.96,31.00,128.79,0.30,0.004,0,0.0
1779237977916,121.98,31.00,128.78,0.30,0.004,0,0.0
1779237977950,122.01,31.01,128.78,0.29,0.005,0,0.0
1779237977984,122.08,31.03,128.78,0.29,0.005,0,0.0
1779237978016,122.27,31.07,128.78,0.29,0.006,0,0.0
1779237978055,122.32,31.08,128.77,0.29,0.006,0,0.0
1779237978089,122.42,31.09,128.77,0.29,0.007,0,0.0
1779237978112,122.45,31.10,128.77,0.29,0.007,0,0.0
1779237978146,122.48,31.11,128.78,0.29,0.007,0,0.0
1779237978187,122.53,31.11,128.77,0.29,0.007,0,0.0
1779237978215,122.56,31.12,128.77,0.30,0.007,0,0.0
1779237978245,122.57,31.12,128.77,0.31,0.007,0,0.0
1779237978288,122.71,31.15,128.76,0.32,0.007,0,0.0
1779237978325,122.63,31.16,128.77,0.32,0.007,0,0.0
1779237978359,122.59,31.15,128.77,0.32,0.007,0,0.0
1779237978379,122.39,31.10,128.77,0.32,0.006,0,0.0
1779237978414,121.73,30.92,128.75,0.32,0.005,0,0.0
1779237978491,121.61,30.92,128.77,0.33,0.001,0,0.0
1779237978523,121.60,30.91,128.76,0.34,0.001,0,0.0
1779237978546,121.60,30.91,128.77,0.34,0.000,0,0.0
1779237978581,121.76,30.97,128.78,0.35,0.001,0,0.0
1779237978612,122.11,31.02,128.77,0.35,0.001,0,0.0
